,AES_predictions,Alliant_Energy_Corp_predictions,Ameren_Corp_predictions,American_Electric_Power_predictions,American_Water_Works_Company_predictions,CMS_Energy_predictions,Consolidated_Edison_predictions,DTE_Energy_predictions,Duke_Energy_predictions,Dominion_Energy_predictions,Edison_Int_predictions,Entergy_predictions,Evergy_predictions,Eversource_Energy_predictions,Exelon_predictions,FirstEnergy_predictions,NextEra_Energy_predictions,NiSource_predictions,NRG_Energy_predictions,Pinnacle_West_Capital_predictions,PPL_Corp_predictions,Public_Serv_Enterprise_predictions,Southern_predictions,Sempra_Energy_predictions,Wec_Energy_Group_predictions,Xcel_Energy_predictions
287,[10.7634902],[44.69011909],[63.14528135],[77.42852336],[91.30883053],[49.78191018],[88.51801361],[115.6322627],[88.66432516],[83.57614944],[80.36453598],[84.47120165],[30.85242487],[65.464243],[41.58652055],[32.62816244],[156.12853042],[27.02290449],[27.41670768],[90.29728929],[35.97421545],[52.91918146],[50.34866495],[120.50644972],[68.64299501],[51.14237263]
288,[10.71776745],[44.32059223],[62.54919264],[76.35925864],[90.8257507],[49.34825228],[88.0599826],[114.43404654],[88.00772651],[83.15772389],[70.31964671],[83.2222021],[31.29613699],[64.88557558],[41.24907131],[32.37425474],[155.80453174],[26.79606025],[27.28240525],[89.41290301],[35.31309747],[52.72827915],[50.40276181],[116.27259277],[68.31290415],[50.85172978]
289,[10.80938022],[44.52450364],[62.79126262],[76.76712825],[91.0337165],[49.44994806],[88.54899973],[115.16033359],[88.34443909],[83.53529689],[69.10713568],[83.59078832],[30.50197362],[65.16086606],[41.15276232],[32.43555198],[157.86481219],[26.99391476],[27.30642189],[89.98265097],[35.42142262],[52.7903199],[50.9122692],[116.55065132],[68.47170309],[51.12595676]
290,[10.69981677],[44.61972526],[62.70239175],[76.6402136],[91.14860753],[49.5978504],[88.51630976],[115.05267788],[87.89515682],[83.68066835],[72.04846391],[83.61628347],[31.1757071],[64.94462769],[40.8465376],[32.69878603],[158.17368758],[27.0182404],[27.75804875],[90.15200733],[35.04730651],[52.06280739],[51.32628648],[116.55030365],[68.7170976],[50.86489971]
291,[10.74469547],[44.94396532],[63.16221112],[76.93456701],[91.52630159],[49.87641806],[88.95566488],[115.53943847],[88.06770682],[83.89137555],[71.51004038],[83.96229066],[32.10635172],[65.25382151],[41.04416803],[32.74248955],[159.01201031],[27.12819705],[28.3175987],[90.75425559],[34.51579473],[51.95007679],[51.00926553],[116.88058458],[68.93983207],[51.20280237]
292,[10.84757642],[45.07659893],[63.64402894],[77.08222491],[92.20160631],[50.08499626],[89.66039522],[115.93369098],[88.33253031],[84.14857938],[72.5363098],[84.54306441],[32.91269973],[65.70571676],[41.92790403],[33.0927604],[159.21386138],[27.17609747],[29.20428586],[91.22006915],[34.6378285],[52.39351465],[51.69640904],[117.88568253],[69.16016472],[51.42865702]
293,[10.72906553],[44.02910464],[61.41740392],[76.10387314],[89.59120118],[49.21465112],[88.10194144],[114.14517278],[87.20950259],[83.48509371],[68.38230809],[83.34364259],[33.36938507],[64.21728295],[41.03510402],[32.68528383],[157.20576422],[26.38361978],[28.70063339],[89.18031039],[34.05792567],[52.08110227],[51.16746257],[114.67857057],[67.73257889],[50.61975206]
294,[10.64919897],[44.2712701],[61.3421307],[76.53834564],[89.91888843],[49.30166221],[88.05296819],[114.02873056],[87.57371647],[84.11101886],[70.41536384],[83.39123768],[33.36604245],[65.1574324],[41.06158654],[32.31202444],[156.6555949],[26.42047148],[28.04236262],[89.39409841],[33.87974722],[52.16032051],[51.73768286],[115.34872789],[67.99668051],[50.8578146]
295,[10.62277861],[43.9005534],[61.00896455],[76.33960739],[90.58233037],[49.12216978],[87.63136495],[113.71045106],[87.57031028],[84.34659943],[69.39751463],[82.72509006],[32.96015001],[64.80419332],[40.9236733],[32.14233601],[158.10311437],[26.47495633],[27.61820356],[89.03127316],[33.81597172],[51.97136414],[51.48217107],[115.82441299],[67.73618531],[50.44959864]
296,[10.78664091],[44.43944744],[60.98123118],[76.55158195],[90.83745545],[49.27239623],[88.3560068],[113.34908294],[87.86659723],[84.89721147],[69.84893616],[83.76608312],[34.36558323],[64.66381219],[40.7530267],[31.89281085],[158.49696197],[26.49207934],[27.47344182],[89.59323272],[33.97139918],[52.31720988],[51.35808717],[116.72308734],[68.22675039],[50.81133414]
297,[10.94430668],[43.58770465],[60.36443367],[75.55870134],[90.37362727],[48.66144592],[87.29629625],[111.22848247],[86.52935363],[82.91574613],[70.45917171],[82.67930119],[33.861652],[63.94607883],[40.4913711],[31.51177071],[156.41276789],[25.96265565],[27.61618591],[88.21874839],[33.98033757],[52.00374736],[50.54750932],[114.89203246],[67.40068758],[50.11692874]
298,[10.67040857],[42.78870334],[59.53369116],[74.6116646],[89.18580329],[47.78159778],[85.6158847],[109.26655475],[85.15029307],[81.51377392],[69.94474739],[81.13157873],[33.08862811],[62.68909287],[39.6506714],[31.02619327],[154.28992011],[25.2871689],[27.25084738],[86.67290287],[32.44576868],[51.39038029],[49.88229325],[112.27356326],[66.23819295],[49.43597143]
299,[10.56658934],[42.45246147],[58.75821662],[74.55358378],[89.43502125],[47.22157699],[84.97787347],[108.44206948],[84.56337303],[80.65965879],[68.33082681],[80.29695252],[32.60556418],[62.33769284],[39.04955868],[30.6190374],[153.91570086],[24.94608759],[26.96630497],[85.87516349],[31.60208959],[51.01034978],[50.00202528],[112.11421152],[65.99236197],[48.57028351]
300,[10.60635806],[42.28472522],[58.45701687],[73.80247325],[89.85491699],[47.30717062],[84.90151266],[108.30840058],[84.34302882],[80.65887086],[63.54728176],[80.15613234],[34.63058244],[62.07098586],[39.11601301],[30.58472321],[154.67544535],[24.63850826],[27.490779],[85.28247055],[31.20730636],[51.05529143],[49.50659293],[107.11871259],[65.7017343],[48.46776061]
301,[10.71044836],[42.48382742],[58.7089845],[73.65266592],[90.44777584],[47.34251501],[84.80111826],[108.63375348],[84.10318722],[80.49222192],[65.75407605],[80.21120362],[34.36085104],[62.42348235],[39.03054914],[30.48306305],[154.59057919],[25.25547997],[28.2447672],[85.13628821],[31.13362393],[51.09578713],[48.51568631],[108.52215855],[65.71772418],[48.26369417]
302,[10.65534388],[42.17930771],[58.27202196],[73.02255939],[90.34425687],[46.79404679],[84.18172785],[108.0412468],[83.5348684],[80.3822925],[64.10303867],[79.82698999],[33.65694654],[61.96058378],[38.77500994],[30.30196317],[154.02875567],[25.04154038],[28.47564951],[84.26328807],[30.76307061],[50.97458357],[48.08280425],[107.9195365],[65.29412596],[47.84615878]
303,[10.66029972],[42.41471836],[58.66372446],[73.25480456],[90.82138534],[47.21337738],[84.69407132],[108.76492624],[83.96161666],[80.67071697],[64.25439161],[80.4680756],[34.57888037],[62.55362594],[38.97607699],[30.28954827],[155.33749878],[25.22358721],[27.63357349],[84.63449271],[30.82980322],[51.01436623],[48.09948301],[108.02198181],[65.89072187],[47.798519]
304,[10.74407563],[42.63464037],[59.16060552],[73.63640594],[91.63220757],[47.40860531],[85.10995114],[109.58177493],[83.97880877],[81.05136205],[63.4551376],[81.13860948],[34.70327577],[62.94314504],[39.3212081],[30.44427574],[156.35559265],[25.56185887],[27.96674009],[85.20497993],[30.91469105],[51.33964034],[48.29421325],[106.79956595],[66.39967905],[48.08511273]
305,[10.81950473],[42.61868843],[58.99688702],[73.58132949],[91.5655618],[47.30900475],[84.97158676],[109.47849556],[84.11082981],[81.07461953],[63.50263626],[81.3794395],[34.5332504],[63.17019095],[39.40747616],[30.60185816],[156.1967095],[25.67027166],[28.54738143],[85.19161093],[30.94821784],[51.51463196],[48.0545553],[107.04903489],[66.44967649],[48.11640405]
306,[10.87015745],[42.11348166],[58.39547262],[72.47088809],[89.26950056],[46.96498698],[83.57198422],[108.511795],[83.23836408],[80.35091013],[63.19067444],[82.57720345],[35.17978564],[63.13634961],[39.57776939],[30.79021904],[155.13698297],[25.35292036],[28.94084453],[83.89878726],[30.60332235],[51.04528288],[47.15865387],[105.38877984],[65.78057444],[47.82717269]
307,[10.85886751],[41.72503617],[58.1690301],[71.88490537],[88.62842497],[46.71482163],[82.86519103],[108.25625754],[83.04139254],[77.38938862],[62.85500354],[81.76347887],[35.01521241],[62.61218673],[39.09406137],[30.40167445],[152.00382827],[25.19721052],[28.88843141],[83.19555091],[30.66930869],[50.76811934],[46.95328059],[108.1957124],[65.62160507],[47.53462935]
308,[10.82042742],[41.22091198],[57.51750462],[71.03671957],[87.95942621],[46.18874162],[81.89040402],[106.46073786],[82.36050055],[76.93486792],[62.29602462],[80.66345936],[35.40128048],[61.76935206],[38.523973],[30.32145702],[151.34637396],[25.0861166],[28.50169484],[82.58118899],[30.75327832],[49.37802584],[46.73472236],[107.39311331],[65.38692177],[47.18189757]
309,[10.85725085],[41.0562513],[57.42550207],[70.82589731],[86.91163786],[45.84445651],[81.8290715],[106.35488804],[81.98376317],[76.82700599],[62.94680627],[80.03105249],[34.98824674],[61.90691482],[38.23806127],[30.1388754],[151.92377874],[24.7761143],[28.71824882],[82.45396009],[30.946882],[49.66462175],[46.80598612],[108.43953991],[64.92055917],[46.8392902]
310,[10.8657925],[41.50509069],[58.07864635],[71.38637663],[87.42835727],[46.34803352],[82.92218814],[106.94571784],[82.15312679],[77.99520059],[64.17668002],[80.85086605],[35.07239609],[62.29994702],[38.62730039],[30.39274696],[153.06472866],[24.98486387],[29.21995691],[83.03454693],[31.40135515],[49.83617824],[47.17496897],[108.31501924],[65.40965798],[47.14069524]
311,[10.76603075],[40.90967559],[57.31448129],[70.5996161],[86.834287],[45.71795137],[81.98592984],[105.69247353],[81.25635513],[77.28056358],[63.40988498],[80.06365847],[34.91931148],[61.78741264],[38.17701464],[30.05601825],[151.79303183],[24.68825214],[28.70638365],[82.00609602],[31.33140081],[49.68239695],[46.57645704],[107.78570607],[64.91784652],[46.61705988]
312,[10.77280122],[40.20210722],[56.47218813],[69.54425542],[85.73003628],[44.99950717],[80.92140939],[104.7103966],[80.13899276],[76.3112498],[62.79960196],[79.47673247],[35.08394027],[61.3460311],[37.90141328],[29.82664996],[150.6819439],[24.11090091],[28.16805475],[80.59140696],[30.89920163],[49.37396774],[45.97943908],[107.15799041],[63.73100249],[46.16888906]
313,[10.94265322],[39.79154788],[56.24111421],[68.80580009],[84.86050666],[44.43932284],[80.42803472],[104.04415418],[79.31397435],[76.25036726],[62.48555649],[79.21903284],[35.86338658],[61.5740064],[38.43360786],[30.19359899],[150.66362258],[24.11686229],[28.62644276],[79.98017711],[30.88285219],[49.98895526],[45.28018786],[106.8086706],[63.60497506],[45.56740424]
314,[11.03508835],[39.49509471],[55.61628832],[67.5442521],[81.22818016],[44.06502721],[79.5905228],[104.03823275],[78.94266477],[75.94646607],[61.65391628],[78.28433744],[35.70961302],[61.386414],[38.42741388],[30.11219171],[150.48895734],[24.05813022],[28.7408217],[79.27519672],[31.08212596],[50.12599565],[44.90783171],[106.9651065],[63.6984962],[45.21494304]
315,[10.70359487],[39.53640301],[55.45727701],[67.48671175],[82.17491969],[44.25015808],[79.06157579],[104.09463503],[78.37170823],[75.33134892],[61.34950125],[77.67359635],[35.02103212],[60.97864178],[38.42930145],[29.89998023],[150.62519203],[24.00810346],[27.84159622],[78.84156635],[31.25829005],[49.59667586],[44.66970442],[107.06162168],[63.15857812],[45.28403365]
316,[10.69890291],[40.0325035],[55.78506772],[68.20379902],[82.70274111],[44.52359352],[79.29284038],[104.05720058],[78.34444348],[75.52989215],[61.69412448],[78.46716073],[34.81502065],[61.68447635],[39.09469958],[29.8942464],[151.89624562],[24.13504843],[27.36076568],[79.50513477],[31.57008021],[50.21806026],[45.05691896],[106.60254879],[63.51025385],[45.66600198]
317,[11.4584665],[39.68244184],[55.38201476],[67.7820297],[82.32747456],[44.08385772],[78.28153865],[103.49126584],[77.31592771],[74.91955937],[61.86718779],[77.76072709],[34.89856134],[60.81908745],[38.63469389],[29.61869893],[150.78619892],[23.97063195],[26.77069912],[79.19179393],[31.61133386],[49.82004929],[44.85678902],[106.01862449],[63.27763881],[45.37298983]
318,[11.73806872],[39.4184394],[55.14511365],[67.74088157],[82.69470085],[44.0628231],[78.29875873],[103.23731091],[76.8342553],[75.01777309],[62.0072004],[77.0001248],[35.85821636],[60.83845842],[37.94784318],[29.39832553],[150.26280865],[23.92896837],[26.8936422],[79.0785315],[31.58904798],[49.81854327],[44.4269239],[106.03720692],[63.15604295],[45.14804757]
319,[11.38763585],[39.51138894],[55.34134561],[68.15180415],[83.10405343],[44.19666479],[78.53918849],[103.42007083],[76.92168465],[74.90560112],[62.12241723],[76.87273017],[36.09167895],[60.79261879],[38.0956595],[32.22530674],[150.130365],[23.94252242],[26.9603678],[78.97841857],[31.49240548],[50.01730823],[44.04750299],[105.12254745],[62.9985277],[45.25801876]
320,[11.37553451],[40.13744562],[56.09543083],[68.7836272],[84.14448867],[44.47505088],[79.72314511],[104.65102956],[77.67709225],[75.67902416],[62.08644425],[77.64798496],[35.76120716],[61.15593143],[38.57962239],[32.03321373],[152.82994291],[24.16158371],[27.15764571],[79.94393931],[31.77021938],[50.72233756],[44.52537412],[106.24278674],[63.62253403],[45.73122292]
321,[11.14918695],[39.85705874],[55.71293213],[68.48617666],[83.81120671],[44.25190164],[79.36632101],[104.35308158],[77.16677433],[75.56150073],[61.74869093],[76.66830806],[35.9950371],[61.12497033],[38.19934634],[31.08710293],[150.78782466],[24.17077349],[27.27384361],[80.2164184],[32.00235982],[50.44406429],[44.05474431],[105.67978569],[63.23301227],[45.54683951]
322,[11.47033682],[40.39445624],[56.71150505],[69.68509573],[84.49045713],[45.00486887],[80.41214602],[105.96279017],[78.83979575],[76.65227984],[62.45141697],[78.03456583],[36.16827476],[64.54049112],[38.62883259],[31.94956546],[153.12926463],[24.41332276],[27.67170269],[81.06522684],[32.26859973],[51.07639567],[44.63650278],[106.41814139],[64.13890517],[45.98712011]
323,[11.71227182],[40.27539852],[56.94573031],[68.81770088],[84.96461357],[44.80673931],[80.3836106],[105.4658025],[78.81963078],[75.54708847],[62.45743915],[78.27925722],[36.52417531],[63.92657272],[38.90746675],[32.28618511],[157.51793177],[24.4979906],[27.39605986],[80.95443149],[32.01255701],[51.21314918],[44.25771072],[105.4697401],[63.99420229],[45.72904539]
324,[11.79561073],[39.63474275],[55.90636369],[67.9771173],[83.92154043],[44.13608836],[79.17230647],[104.57442902],[77.40969892],[75.1532445],[62.38369338],[76.90424619],[36.92919305],[62.40681201],[38.33465567],[32.14604179],[155.55510519],[24.21434915],[26.7879203],[79.44648587],[31.52988362],[50.7598027],[44.02804652],[104.55694322],[63.12015314],[44.93622272]
325,[11.60510578],[39.23411383],[56.12564843],[68.3749793],[83.13687412],[44.35621573],[79.63066506],[104.34022012],[77.67456721],[75.32790966],[62.47179826],[77.92259682],[36.21547973],[62.64671994],[38.28411642],[32.22723288],[155.14867862],[24.44528971],[26.01449753],[79.40326876],[31.42506339],[50.98215246],[44.80519444],[105.81972542],[63.32909976],[45.22635574]
326,[11.5395561],[39.70134906],[56.72618118],[68.80694398],[83.33191831],[44.78664765],[80.41866942],[105.72395561],[78.56458777],[76.36532724],[62.61815453],[78.6828561],[35.98351528],[63.15006098],[38.56466008],[32.91133877],[158.40897286],[24.67883849],[25.98254011],[80.01834702],[31.87485178],[51.85077391],[45.10458282],[107.09275823],[64.34469078],[45.65085432]
327,[11.50829719],[39.07353284],[55.22654658],[67.84755916],[82.0526419],[44.15496941],[78.75553878],[104.18106946],[76.86690551],[75.9226334],[61.77548074],[77.14656649],[35.72026126],[60.22774231],[37.86520741],[32.6278882],[156.34230455],[24.22837473],[26.4937071],[78.45262205],[31.23166179],[50.78789583],[44.34436523],[106.48238068],[62.64444739],[44.83943415]
328,[11.15627608],[38.91779937],[54.90158675],[67.77127954],[81.22567362],[43.50103249],[77.98131439],[103.39710999],[76.51592933],[75.73122139],[61.65218525],[76.08909766],[34.99764182],[59.62629635],[37.69606158],[32.15326054],[156.14137575],[23.95805487],[26.2031146],[77.72439272],[31.18752329],[50.08325461],[44.18514049],[105.47668434],[62.05413457],[44.49342304]
329,[10.64858929],[38.177649],[54.25447143],[66.57081212],[79.02768522],[42.79905069],[77.17002239],[102.12600213],[75.85792976],[74.76130549],[60.60471775],[74.55955393],[33.7336428],[58.45557753],[36.98851823],[31.64835074],[154.36230211],[23.51287515],[25.06100398],[76.006832],[30.31466252],[48.94398848],[43.76263526],[104.34593366],[61.23493507],[43.82099475]
330,[10.60002627],[37.49906466],[53.06693321],[64.99333003],[79.01970241],[42.21185376],[75.96543096],[99.60323941],[74.58653191],[74.16324915],[60.44897615],[73.79532595],[34.74148308],[57.62333449],[36.47354652],[30.99464483],[149.96505266],[23.26181368],[25.49639781],[75.21197523],[30.0633566],[47.76290734],[43.54215139],[103.56745355],[60.33922],[42.8224093]
331,[10.51956471],[37.44927074],[53.18626689],[64.46555596],[78.0805253],[42.15798556],[75.27029755],[99.37944714],[74.32397842],[73.8082212],[59.69510232],[72.71024654],[34.83340646],[57.02937601],[36.17995464],[30.82457704],[148.48999389],[23.06767076],[25.40173205],[75.12088785],[30.27868463],[47.7024359],[43.32550177],[104.17415713],[59.80060696],[42.46496563]
332,[10.11792023],[37.10651778],[52.61307673],[63.397534],[76.13446192],[41.74800613],[74.74250294],[98.4555018],[74.28190204],[73.34924916],[58.1490895],[71.96638641],[35.31185209],[56.16950918],[35.98901702],[30.63684257],[145.49361711],[22.4847947],[23.8814354],[74.29784937],[29.51807359],[46.81623063],[43.41086793],[103.399199],[59.49137993],[42.43776394]
333,[10.20812232],[38.39568233],[55.34893432],[64.64505555],[77.68543629],[42.76369652],[76.97244895],[101.01639663],[76.00058426],[74.35822704],[58.92434599],[74.00146068],[36.85580252],[57.09531017],[36.83513194],[31.23027194],[148.44519223],[23.06972717],[24.58774073],[76.26027154],[30.04758713],[47.21011241],[44.32964144],[106.04993492],[61.04692304],[43.2908182]
334,[10.27562238],[38.4632601],[55.00379855],[64.74958863],[78.06619372],[42.85333325],[77.34079106],[100.9847359],[76.67244144],[75.20185716],[60.06581071],[74.50412345],[36.69106284],[57.51702009],[37.1801487],[31.43468963],[149.89719543],[23.09824564],[24.79259568],[76.69328946],[30.46543574],[47.59439031],[44.62879815],[106.52026717],[61.18324149],[43.6974275]
335,[10.32680662],[38.67741715],[55.16850347],[65.54758063],[78.610981],[43.04496352],[77.01602016],[102.21612272],[77.07979227],[75.07149852],[60.0278642],[75.00810216],[36.37528658],[57.61251385],[36.96399464],[32.04537798],[151.09545488],[23.11074572],[24.5875873],[76.83542261],[30.69412426],[48.05786801],[44.59079895],[106.78596264],[61.12319173],[43.94619224]
336,[10.50668658],[39.02094161],[56.24320971],[66.64350203],[79.52536299],[43.74273406],[77.07728659],[103.06312167],[76.23597904],[75.42917096],[59.87046567],[76.32082495],[38.14190557],[58.59480804],[37.49169628],[32.70496289],[154.25457718],[23.36471854],[25.31164663],[78.06315368],[31.0969587],[48.56300672],[44.54869134],[107.80588131],[61.29606421],[44.18740443]
337,[10.43999131],[39.74396638],[56.44090495],[67.29451289],[80.60131812],[44.23309831],[77.85317613],[105.28655686],[76.82569547],[75.76635171],[61.12233882],[76.76947397],[37.72777075],[59.06647001],[37.83155219],[33.02963464],[155.84709739],[23.48095821],[25.23500678],[78.78200257],[31.45186134],[49.40525915],[43.95728739],[109.0983652],[62.01534539],[44.7089228]
338,[10.38936812],[39.15977666],[55.08724327],[66.41877614],[79.88700918],[43.37553843],[76.35298758],[103.18448621],[75.74632002],[74.78987641],[60.40806074],[75.51563494],[37.34649155],[58.139104],[37.67432685],[32.80451462],[153.73754448],[23.01051784],[25.69368532],[77.22042981],[30.83047203],[49.32036815],[43.51588319],[107.53346335],[60.93968803],[44.15895443]
339,[10.22976166],[38.63347328],[54.47395197],[65.64987918],[78.95669919],[43.07273788],[75.51321044],[102.12770195],[75.38654378],[73.6466636],[59.13996878],[74.56806976],[37.53973597],[57.42116395],[37.06934609],[32.77938292],[151.79464058],[22.79053319],[24.97316327],[76.14229219],[30.10550961],[48.57553022],[42.93888106],[105.43181786],[60.1848541],[43.74916803]
340,[10.28939084],[38.54800663],[54.69465039],[65.73224134],[78.85737948],[43.06854403],[75.836663],[102.00719719],[75.49186131],[73.61513368],[59.81870245],[75.0751091],[37.71667689],[57.52272233],[37.26032614],[32.94187216],[152.42599337],[23.07438484],[25.21590401],[76.8283167],[29.51952761],[49.13866271],[43.06911332],[106.75279205],[60.37670774],[43.64498968]
341,[10.48060895],[39.38460959],[56.3514845],[67.35530586],[80.65973485],[43.87243502],[77.72239483],[104.75320232],[77.19151902],[75.42631662],[62.24985274],[77.61845329],[37.16376658],[59.4785904],[38.27528741],[33.75566206],[156.41269126],[23.58956495],[26.52512892],[80.22895674],[30.34852498],[50.49929264],[44.07961401],[109.70181051],[61.8667799],[44.76952669]
342,[10.45325264],[39.52991635],[55.66783587],[66.95060487],[80.80503865],[43.73133274],[76.88127266],[103.55453864],[77.81476041],[75.93073069],[61.41039962],[76.83645227],[36.64852724],[58.73493808],[38.03022939],[33.65333855],[154.55011386],[23.57655825],[26.31600926],[80.14519617],[29.8308985],[50.35105549],[43.96602289],[109.41262244],[61.53591504],[44.51446109]
343,[10.8326047],[38.68399319],[54.27755925],[65.61211446],[79.32742502],[42.45862547],[74.86260528],[100.88412993],[75.39303359],[74.1703463],[60.42947038],[75.91169601],[38.57203244],[57.05275502],[36.99647559],[32.41201856],[152.28328307],[23.12137148],[25.7964772],[76.85182095],[28.64020907],[48.51530723],[43.01241811],[108.75831464],[59.94469821],[43.32574561]
344,[10.93737165],[38.46652587],[54.09308727],[65.68644634],[79.1707869],[42.43844213],[74.68524434],[101.01683158],[75.66697396],[72.51752342],[60.93160585],[76.03237423],[40.06795173],[56.71397284],[36.98584584],[32.32908303],[153.34236466],[23.16992304],[26.96477224],[77.77722602],[28.25119034],[48.31580684],[44.03820632],[107.63552539],[59.73602877],[43.23486045]
345,[10.84587159],[38.17125185],[54.18947908],[65.26011253],[79.13921861],[42.6539745],[74.44613129],[100.95558251],[75.43707973],[72.56779161],[59.90453813],[76.5738283],[39.99190743],[57.13651741],[37.00809069],[32.34781774],[152.94480864],[23.16669958],[27.9836146],[77.09364826],[27.73398874],[47.79702098],[44.19196419],[107.32001573],[59.59474592],[43.10638764]
346,[10.94853381],[38.91095901],[55.08732188],[66.45159889],[80.18251698],[43.2618073],[76.17627784],[102.48291687],[77.46092977],[73.65656296],[60.67555507],[78.43419226],[40.39237973],[57.69920951],[37.6518926],[32.62896178],[155.18444878],[23.51573988],[29.03314422],[78.07994864],[28.31561826],[48.09883082],[44.855727],[110.75926574],[60.90090767],[43.81375985]
347,[10.91390939],[38.16130837],[53.85586479],[65.48732801],[79.66019121],[42.62460393],[75.00216559],[100.98712187],[75.71260332],[72.91306336],[59.98363814],[77.64533246],[41.79265925],[56.65344195],[37.16314048],[31.81828762],[153.13188766],[23.19701898],[29.25109187],[76.11697359],[27.66808925],[47.22251372],[43.99316151],[109.32317615],[59.93947576],[42.87423262]
348,[10.80372929],[38.07457702],[53.58944756],[64.95568937],[80.10767044],[42.51880145],[74.50585965],[100.06820747],[75.33448603],[72.93886523],[59.16747607],[76.87177797],[42.82341617],[56.3828095],[36.7827907],[31.61831773],[153.2522717],[22.93851622],[29.36268747],[75.52027391],[27.60212158],[46.43523421],[43.74097742],[108.45190718],[59.70313759],[42.75958847]
349,[10.83330663],[38.26209345],[53.95569654],[65.32290699],[80.79202506],[42.61970334],[75.35145552],[100.5560798],[76.00429746],[72.85641945],[59.51399194],[76.80544262],[42.76612312],[56.93662454],[37.49423343],[31.78983185],[154.31285699],[23.07531484],[29.60863031],[76.03570511],[27.77379393],[46.80630966],[43.4382847],[109.69131881],[60.28601331],[43.14257495]
350,[10.84656472],[38.7013324],[54.04929563],[65.68981888],[81.44363985],[42.88791517],[75.29666442],[100.61473065],[76.2187585],[72.86580991],[59.52618209],[76.83966185],[42.89211736],[57.19610002],[37.5432247],[32.62365972],[154.88205437],[22.95007596],[29.75565222],[76.42416791],[27.53938223],[47.08164236],[43.83062028],[109.34524149],[60.63464881],[43.30698031]
351,[10.75000143],[39.20693334],[54.33083581],[65.82917046],[82.11663783],[43.05863253],[75.68975284],[100.82575327],[76.42578645],[72.97838217],[60.13198874],[77.15801428],[43.57288254],[57.04104293],[37.47708507],[32.63162674],[154.40642049],[23.12318932],[29.89926295],[76.20337938],[27.878232],[47.5491713],[43.78272554],[109.70430405],[60.82956154],[43.60480394]
352,[10.67389478],[39.30611889],[54.07537621],[66.0306809],[80.88726746],[42.95545164],[75.44899358],[100.86913626],[76.43738991],[73.00243486],[61.88495678],[77.04730305],[42.72578552],[56.71445427],[37.45408536],[32.9386951],[154.71533324],[23.13099626],[30.0098462],[76.40164601],[27.7604731],[47.38407266],[43.56799011],[110.60798],[60.77330631],[43.50859338]
353,[10.6952514],[39.54497966],[54.64886528],[66.60589171],[81.21280741],[43.34300924],[76.034206],[101.80756016],[77.0390861],[73.50405271],[63.69670974],[77.50868223],[39.30821199],[57.2394593],[37.85127778],[33.38278222],[158.02872453],[23.3020604],[30.21480191],[76.83816463],[27.92491172],[48.41135304],[44.05587021],[112.8916223],[61.35335938],[43.5775449]
354,[10.69258489],[39.6494012],[54.78983491],[67.00264166],[81.59962068],[43.73022643],[76.58088301],[101.70693761],[76.75449838],[71.33209779],[63.80828613],[77.54524057],[39.95521545],[57.55719439],[37.88872779],[33.70083437],[157.98335865],[23.38431924],[30.81740902],[77.07940424],[27.83894342],[48.65952422],[43.91813688],[112.05666878],[61.96866756],[43.67136847]
355,[10.8312719],[40.12607032],[55.48296579],[67.80671461],[82.21024571],[44.27764047],[77.47327896],[102.30943636],[77.59964072],[70.74263518],[65.13488404],[78.86789426],[39.06193985],[58.23449616],[38.35606834],[33.86556464],[161.0334709],[23.4246436],[30.28546777],[77.98262911],[28.11931497],[49.27935396],[44.20628599],[112.97925004],[62.45244051],[44.14156387]
356,[10.77098936],[39.83008368],[55.18134168],[67.47798395],[81.46899657],[43.97526109],[77.00363989],[102.20098109],[77.04491426],[69.26893047],[64.15642734],[78.51990873],[37.97143174],[58.0085794],[38.24207503],[33.80127251],[159.70292098],[23.23345167],[30.12697989],[77.72302759],[27.41073887],[49.30151136],[44.13920496],[112.41875454],[61.77614741],[44.15833924]
357,[10.70604377],[39.6874667],[55.16331627],[67.4942107],[81.4652076],[44.03346117],[76.92847852],[102.2328371],[76.50587291],[68.52649021],[62.95540917],[78.80361866],[37.98097071],[57.69146164],[38.30137308],[33.76546887],[160.56468923],[23.1730865],[30.31802984],[78.03863521],[27.25449478],[49.03294812],[43.86825004],[110.78175829],[61.63102639],[44.26874322]
358,[10.78538533],[39.63002171],[54.95837075],[66.9727979],[80.9754474],[43.86610274],[76.70829507],[102.56465425],[76.21109658],[67.72174682],[62.07652759],[78.31792435],[38.34850879],[57.51573362],[38.1106409],[34.05412446],[160.04446889],[23.28279772],[30.184872],[77.99756176],[27.22526794],[48.43252474],[43.91309844],[110.45076308],[61.3731867],[44.47404044]
359,[10.81341736],[39.81512831],[54.98567545],[67.39866328],[80.29516721],[43.98841846],[76.83074938],[102.58681932],[76.25008713],[67.89038524],[63.14523346],[78.42302775],[37.48100045],[57.53947169],[38.3790197],[34.43384292],[162.02543545],[23.37996348],[30.30527998],[78.05838223],[27.31588269],[48.29923719],[43.8231671],[110.66484639],[61.48306438],[44.59878418]
360,[10.72545509],[39.44489416],[54.0409332],[66.42497738],[79.30115271],[43.25933329],[75.56521517],[101.15144483],[75.17064745],[67.32606873],[62.08636075],[77.38390069],[37.8995421],[56.79826854],[37.74848292],[33.77214983],[159.47564475],[23.04699758],[29.76398081],[77.77196177],[27.11975024],[47.94463468],[43.11237574],[109.06296162],[60.48748788],[43.78363557]
