,Abbott_Laboratories_predictions,AbbVie_predictions,ABIOMED_predictions,Agilent_predictions,Align_Technology_predictions,Allergan_predictions,AmerisourceBergen_Corp_predictions,Amgen_predictions,Baxter_International_predictions,Becton_Dickinson_predictions,Biogen_predictions,Boston_Scientific_predictions,Bristol_Myers_Squibb_predictions,Cardinal_Health_predictions,Celgene_predictions,Centene_Corporation_predictions,Cerner_predictions,CIGNA_predictions,The_Cooper_Companies_predictions,CVS_Health_predictions,Danaher_predictions,DaVita_predictions,Dentsply_Sirona_predictions,Edwards_Lifesciences_predictions,Gilead_Sciences_predictions,HCA_Holdings_predictions,Henry_Schein_predictions,Hologic_predictions,Humana_predictions,IDEXX_Laboratories_predictions,Illumina_predictions,Incyte_predictions,Intuitive_Surgical_predictions,Johnson_Johnson_predictions,Laboratory_America_Holding_predictions,Lilly_predictions,McKesson_predictions,Medtronic_predictions,Merck_predictions,Mylan_NV_predictions,Nektar_Therapeutics_predictions,PerkinElmer_predictions,Perrigo_predictions,Pfizer_predictions,Quest_Diagnostics_predictions,Regeneron_predictions,ResMed_predictions,Stryker_predictions,Teleflex_predictions,Thermo_Fisher_Scientific_predictions,United_Health_Group_predictions,Universal_Health_Services_predictions,Varian_Medical_Systems_predictions,Vertex_Pharmaceuticals_predictions,Waters_Corporation_predictions,WellCare_predictions,Zimmer_Biomet_Holdings_predictions,Zoetis_predictions
116,[44.71032789],[65.98303369],[125.20506572],[53.40335899],[113.92644673],[240.40460832],[87.54659995],[164.88499075],[51.86230121],[183.84703963],[274.16305644],[24.69774216],[56.22071921],[82.23503798],[124.37357006],[70.70955844],[59.29552663],[148.42189867],[198.95042135],[78.61640592],[85.93079284],[67.67340462],[62.96689565],[94.33841378],[67.10517628],[89.24784951],[171.1469072],[42.52629422],[206.95781764],[153.96095541],[171.01884831],[139.98807433],[764.88667252],[125.64431007],[142.9981603],[84.79432375],[149.83419993],[80.79456059],[63.35977584],[41.68280932],[24.04817155],[57.96753453],[68.73832655],[34.16238397],[98.89197599],[382.72571577],[71.97735584],[132.85610623],[195.02996163],[154.70768876],[165.62516164],[125.25173291],[91.43131947],[89.80568511],[155.60698642],[139.39864244],[121.23027689],[54.16177842]
117,[44.67828761],[65.81828993],[125.00300217],[53.12591121],[114.17163285],[241.24870627],[89.54533935],[163.06516969],[51.96072999],[183.92581444],[268.51319145],[24.70568624],[55.94453009],[82.03372819],[123.98639748],[71.01198407],[59.04038709],[147.34503578],[199.50623506],[78.74127166],[85.66238064],[68.31512671],[62.97590247],[94.49033356],[67.24343311],[88.79004925],[171.02486227],[42.64814158],[206.26321176],[154.76919311],[172.56129505],[139.29792625],[765.05531989],[125.01569844],[143.16972971],[84.52195759],[151.21936661],[81.16053668],[63.6392705],[40.42025636],[24.22269468],[57.92338336],[68.96992791],[34.37398593],[98.32375585],[393.34479936],[72.50241986],[131.93423456],[194.78616734],[154.12861173],[163.70342938],[124.52084838],[91.17182745],[108.00737218],[155.71969545],[137.55361264],[121.38429474],[53.89624284]
118,[44.55766504],[65.46341138],[125.18231943],[53.2958653],[113.9859115],[239.74459087],[89.33540835],[164.47845478],[52.23164263],[183.81801059],[269.30277733],[24.46532456],[55.36417876],[81.70137993],[124.21624545],[72.09514772],[59.08431088],[147.73562887],[198.14397299],[78.86222739],[85.74055365],[68.48527486],[62.64556045],[93.93890246],[67.54851291],[89.03680822],[170.93400819],[42.70691538],[206.7275753],[154.63433323],[173.14791512],[137.74450479],[766.43848605],[124.65170198],[143.98777306],[84.7506933],[149.5703103],[81.02301138],[63.45901854],[39.55323583],[23.28134234],[57.91529245],[66.77675621],[34.31849074],[98.44264168],[385.43930189],[71.49237717],[132.04909385],[194.66981328],[153.97347463],[165.11627597],[125.60337809],[91.16401954],[108.45556597],[156.19860997],[139.49360769],[121.43390059],[53.5751955]
119,[44.41812932],[65.19489625],[125.34392943],[52.87651172],[114.75782587],[239.03900023],[88.57511603],[164.03327309],[51.84237329],[183.52529444],[273.66485286],[24.84907951],[54.37563787],[81.63966517],[124.35557178],[71.27543167],[58.88807265],[146.53526138],[200.18096167],[78.54374485],[85.57311023],[67.97641346],[62.43442476],[94.11824952],[67.92180151],[89.38015385],[170.11283126],[42.59006858],[206.31004589],[154.64559152],[170.91252661],[133.65473126],[766.95098499],[124.57941233],[143.5027414],[84.19580404],[148.28164163],[80.62000849],[63.5531186],[38.98566961],[23.516961],[58.07201826],[66.24643488],[34.21507427],[98.26322873],[388.30934206],[71.99517011],[131.70500765],[193.86443597],[153.67662399],[164.18020573],[124.70619966],[91.19838634],[109.28987971],[156.43280959],[140.19309433],[122.134128],[53.43783318]
120,[44.48186478],[65.04492939],[125.17287226],[53.18437881],[116.32840962],[237.81951933],[87.22342339],[164.08502179],[52.28127344],[184.39133094],[272.38796586],[24.93219169],[54.22555302],[81.02748314],[124.01366467],[71.6378329],[58.9976007],[149.44257809],[199.54270414],[78.09259654],[85.50256246],[67.69375962],[62.64219478],[94.48444256],[67.01001605],[89.3946678],[169.25838844],[43.04904427],[209.97703349],[155.33905762],[170.72670979],[139.03376445],[765.17101123],[124.73068328],[144.5924683],[84.5045338],[146.2982362],[81.04559057],[63.48634294],[39.1204151],[22.63669136],[58.02505851],[66.793652],[34.24245274],[98.11068594],[382.11855831],[71.4220959],[132.08353093],[193.83636067],[154.592347],[165.72989509],[125.15200118],[91.47151041],[105.9374843],[156.71752766],[141.15220186],[121.37039947],[53.24963493]
121,[44.18809505],[65.11889644],[124.25022617],[52.65775135],[115.75141739],[238.71032171],[87.23303088],[164.25909925],[52.35718799],[183.20374897],[273.84177909],[24.67712089],[54.12967233],[80.48336884],[124.69509332],[69.85935236],[59.15843241],[150.545963],[200.03782033],[77.88034946],[85.30350524],[67.23030981],[61.75356341],[93.05528611],[66.96206092],[87.78114988],[168.96062245],[42.43425921],[211.27327537],[155.22707456],[169.98680502],[141.66757641],[762.7010778],[124.67887317],[143.52109796],[85.98208215],[145.7638761],[80.66807082],[63.68284642],[38.70852755],[22.38732195],[57.48498771],[66.56754659],[34.34800334],[97.70689145],[384.54105883],[70.58907458],[131.49998093],[193.01615517],[152.91595333],[165.07225013],[123.22722794],[91.26875067],[112.24266296],[155.01072509],[140.34696843],[120.85924673],[52.77768002]
122,[43.81150325],[64.97060028],[123.60377749],[52.70900668],[114.90801912],[237.87633709],[87.17828413],[162.38868227],[52.54338744],[183.42106445],[270.52422372],[24.43184996],[53.07926559],[80.53648881],[124.12202529],[70.72904437],[59.09262484],[149.92783515],[197.3382015],[77.12808356],[85.76622806],[67.37172612],[62.05239606],[93.14731934],[66.50070785],[88.59561268],[168.34041826],[42.6637621],[209.93290538],[154.74252373],[167.77086753],[139.17624253],[763.24584572],[124.82731788],[143.70587713],[85.75082413],[144.79622565],[80.31854758],[63.58471789],[38.85925059],[21.02881248],[57.27938733],[66.6360187],[34.19034626],[97.94080292],[376.8791538],[69.30127609],[131.31731587],[192.65429156],[152.88252846],[165.45811132],[123.84713725],[91.06101316],[114.3698535],[155.53645627],[142.55009205],[120.18935097],[52.72141228]
123,[43.6769692],[65.09765139],[125.61848788],[53.14240588],[115.08364457],[238.50799317],[87.63434912],[162.35243356],[52.53050131],[183.43767347],[271.09615868],[24.62167885],[53.31637197],[82.59466395],[124.23533775],[71.54038009],[59.46918882],[151.23446417],[197.28185465],[77.00751239],[86.11459154],[67.75125155],[63.11281556],[93.49196185],[66.5623066],[88.76530814],[169.04952702],[42.44702091],[212.81817548],[154.61401112],[170.39593043],[134.93638035],[763.47892672],[125.06199737],[143.99918678],[85.33846103],[144.78533478],[80.26303326],[63.2758071],[38.92614833],[21.02047847],[57.8708262],[67.53368554],[34.11713229],[97.91814274],[380.21414483],[69.17743248],[130.92223229],[194.04485349],[152.93661547],[165.40574502],[123.96296476],[91.3278123],[114.51249741],[155.93049612],[143.82102274],[120.21281795],[52.70375119]
124,[43.85282352],[65.53305683],[125.57797899],[52.86111122],[114.81936331],[238.87051843],[87.47876121],[163.32076573],[52.7675203],[184.33689784],[268.93938553],[24.69179808],[53.38760115],[82.35262754],[125.49164557],[71.04141571],[59.61414611],[152.00766381],[197.02077128],[77.05593424],[86.04960826],[67.00604691],[62.44017285],[94.51998107],[66.55895136],[88.13708211],[167.70629134],[42.82431729],[210.9357266],[155.58049165],[172.41120405],[139.9836947],[767.69266951],[124.98782865],[143.56826984],[85.32958147],[143.93919062],[80.4190327],[63.17011474],[39.62198358],[20.05716646],[57.89016037],[68.60361139],[34.09751433],[97.9147471],[380.5671346],[69.18147602],[130.96636174],[194.10398137],[153.22146332],[166.10888725],[123.4576553],[90.88670188],[115.55040901],[156.89180412],[142.91078671],[119.91306058],[52.59538874]
125,[43.59865346],[64.9921391],[125.23023843],[52.72744941],[114.91143041],[240.23541141],[88.38581408],[162.98078708],[52.82433149],[184.1566667],[269.33106161],[24.55694926],[53.37285108],[82.36361504],[125.84542291],[71.73706252],[59.25615199],[152.30722044],[197.20824526],[77.78640315],[86.08270077],[68.28051487],[62.75234671],[94.38847638],[66.42278051],[88.16302528],[169.05097276],[42.46826729],[212.6105418],[154.65052711],[171.77020534],[136.92394062],[767.76060285],[124.41859096],[143.54609541],[85.63059112],[145.36870305],[80.37412351],[62.61236392],[39.20938139],[18.48339696],[57.66961548],[69.61418001],[34.05468411],[98.22029007],[373.75038487],[69.08142307],[130.84602733],[194.21629485],[153.48534927],[165.60902307],[123.45481687],[90.47111535],[114.1054594],[156.32217464],[143.48914792],[120.08414172],[52.73598376]
126,[43.58605048],[64.23340326],[125.88656824],[52.80071319],[115.01505183],[239.0844216],[87.9489917],[163.1146718],[52.95852072],[183.84626065],[268.64610052],[24.57193093],[52.97019753],[82.286877],[124.97960924],[72.20837629],[59.59325119],[151.62658684],[197.62071686],[78.13085062],[86.21283022],[68.30528938],[62.65449945],[93.57447421],[65.9661308],[88.10711301],[169.94226648],[42.63329193],[213.19722984],[154.68475821],[174.83101619],[137.04579661],[765.09202489],[124.24510905],[143.38659445],[85.92147527],[145.40087995],[80.20212571],[62.63605332],[38.46333348],[18.32077292],[57.46692826],[68.80575052],[33.93407027],[98.28753154],[366.58695151],[69.4932055],[130.71114281],[196.85440949],[152.96214125],[165.92093411],[122.9971483],[90.08536967],[114.13168152],[156.02307331],[146.05556754],[119.61453092],[52.85258466]
127,[43.47685719],[64.36600005],[125.71951867],[52.55879142],[114.25325819],[237.91920878],[86.82825804],[163.02139972],[53.53649214],[183.22800136],[268.8812383],[24.55374449],[52.99638239],[81.89354765],[125.02225485],[70.90457945],[58.80192296],[150.66627992],[197.13326367],[78.00595037],[85.79262356],[68.06546662],[61.91454807],[93.8327913],[66.23028758],[88.34421272],[168.89138044],[42.51132156],[212.99874074],[154.27316606],[172.99025411],[137.62474297],[764.45944817],[125.35853332],[142.72700501],[86.25026481],[143.89711324],[80.13192908],[63.06304946],[37.99805952],[18.19247007],[57.14101614],[67.82909027],[33.92900568],[98.18959687],[366.61587605],[68.40652356],[130.51143266],[196.44371274],[152.56209817],[165.67394682],[123.17393758],[89.57029559],[114.82870457],[155.26962008],[145.60362812],[119.22766841],[53.18397355]
128,[42.68392475],[64.13648232],[124.79047316],[52.35320128],[113.85440584],[237.94465208],[86.60330457],[161.78205923],[53.22934433],[182.67554837],[271.80991398],[24.47736923],[52.81920189],[81.45652508],[124.37721665],[70.57200364],[58.60340752],[150.52185391],[196.41073675],[77.93410052],[85.79823801],[67.80513973],[61.8530458],[94.39233962],[66.53988853],[87.73024289],[168.09898958],[42.47314946],[211.89912989],[153.68188101],[173.87104658],[141.42768434],[765.32047097],[125.0850684],[142.19122019],[85.93627558],[143.20158924],[80.0514399],[62.63672902],[37.69705799],[18.65776443],[56.98200347],[67.48664546],[33.88394464],[97.3924748],[371.47115198],[68.14014257],[130.02499298],[195.43546228],[152.25132835],[165.1279439],[121.97123833],[88.93268393],[114.03400082],[155.83025117],[144.90453579],[119.54449831],[53.12592573]
129,[43.32858047],[64.348712],[121.06302841],[53.40834423],[115.15083658],[236.32198242],[86.83674385],[162.13726687],[52.79355173],[184.11074921],[273.90227529],[24.62304806],[52.96270705],[81.83992803],[125.03629486],[71.07874573],[58.75000044],[151.27953463],[196.76208466],[78.66914422],[86.67711834],[68.39079246],[62.43751975],[95.74064195],[66.68357326],[85.87111535],[168.78543124],[42.66149159],[212.95292897],[155.309236],[174.24573217],[125.67510065],[768.91126982],[125.7392544],[142.61534443],[82.68870036],[144.18154082],[80.39497608],[62.82008765],[37.60348611],[18.76001582],[57.81118353],[67.75952138],[34.02338616],[97.80714106],[373.82259223],[69.35790365],[131.09788023],[197.10685812],[153.65547036],[167.23312004],[122.14656207],[89.26454009],[114.75558449],[157.25569624],[146.59636937],[121.14169511],[53.46931963]
130,[43.42835618],[63.62887616],[121.47931191],[53.05411244],[116.3838814],[234.59893173],[82.42773209],[161.2786701],[52.68004137],[183.58654719],[270.91275786],[24.50400372],[52.91959695],[73.09789666],[123.01931038],[71.20091543],[58.39644719],[149.93164472],[196.92807322],[78.34676697],[86.54561729],[67.71156705],[62.13551749],[94.68643859],[65.97495814],[85.3970983],[167.77141816],[42.26587248],[211.87310692],[155.79821956],[175.51171579],[126.64927428],[760.05233592],[122.03743767],[142.31393266],[81.36389061],[137.90908785],[80.3673218],[62.30643843],[37.03072791],[18.6223609],[57.63374341],[66.06296488],[33.82050725],[97.23061109],[365.65540079],[68.69375824],[130.93381968],[197.43670046],[153.34371069],[168.64697104],[120.15583074],[88.5298834],[114.73615035],[157.25885565],[146.58607726],[119.63908895],[53.54936599]
131,[43.62304279],[63.50525247],[123.22290617],[53.05334917],[117.65384582],[236.54098002],[81.43437804],[161.42675465],[52.65282644],[184.32311473],[271.95227798],[24.80078641],[53.21055835],[72.56017542],[122.89280848],[71.68927077],[58.64538513],[152.05825903],[198.39677756],[77.87579476],[86.40345167],[67.76990305],[62.44331506],[96.80171419],[66.27695177],[84.88813669],[168.24486761],[42.72783607],[213.20208738],[157.08420757],[177.97315402],[123.32747553],[807.00664831],[121.50012711],[142.87610495],[81.07411681],[136.01048432],[80.35027278],[62.6679413],[36.98782346],[18.57652903],[57.44336721],[66.43694692],[33.61729417],[98.09490386],[370.74500157],[69.1072487],[131.95846361],[198.89510891],[154.45394447],[169.26990832],[120.31418521],[88.6346077],[114.73875934],[159.06148137],[148.28541112],[120.38071781],[53.83299685]
132,[43.94103801],[63.75212296],[125.20728727],[53.07981158],[118.80990467],[238.08145337],[82.44494745],[161.96364847],[52.88678484],[186.03308082],[272.6966162],[24.9984432],[53.4325188],[73.33379636],[123.25976833],[71.73365803],[59.35221733],[155.36467213],[200.5807751],[79.22431575],[83.12006004],[68.45546606],[62.70705307],[98.61230456],[66.53601107],[84.44869403],[169.33046332],[43.25240549],[214.48160957],[159.57815288],[177.23585412],[125.35550835],[817.74273144],[121.61450861],[145.59552119],[82.06896259],[137.67677137],[81.00594217],[62.56561102],[37.06136784],[19.16103933],[57.23788848],[66.71306722],[33.75433259],[103.47893531],[376.62631031],[69.63810062],[132.72696591],[199.59098472],[155.2499357],[171.36343953],[119.28057153],[89.24987585],[117.23739761],[158.9453897],[150.11575378],[121.73837204],[54.22648717]
133,[43.53931107],[63.84080054],[124.83580096],[53.22923723],[118.41633046],[236.38365047],[81.43198697],[160.54633127],[52.8818515],[185.42342116],[272.88755546],[24.88309376],[53.48311465],[72.78947796],[122.29568993],[70.66344448],[59.03842459],[155.03452264],[199.04050845],[79.38264633],[81.92210294],[67.72009867],[62.50142259],[97.67973976],[65.93341616],[83.63056311],[168.19633346],[43.31348237],[213.6831153],[159.25615157],[175.43047518],[123.42327156],[812.17171614],[122.02761447],[143.3361973],[81.77208536],[135.96421117],[80.50666685],[61.94498893],[36.85646859],[18.43335266],[57.23068234],[66.29455464],[33.63744428],[103.29599631],[370.90160463],[69.8560019],[132.92583966],[199.76659594],[155.12539818],[171.07163214],[119.0698563],[89.09877321],[116.94984584],[158.74069077],[150.01774496],[121.23532575],[54.21906197]
134,[44.14500262],[64.66577914],[129.09084798],[54.38953341],[120.21316053],[236.97528602],[80.23922571],[163.17463378],[53.46130468],[176.98662387],[276.69351186],[25.47943695],[53.551471],[72.01687725],[123.13256423],[71.9698513],[59.23486759],[155.97222095],[201.85920454],[80.01930414],[82.69265032],[68.26899572],[63.40827244],[97.9830168],[66.19603255],[84.37680554],[169.93061822],[44.18142363],[213.8505379],[161.87787994],[180.00511147],[124.16959526],[820.2798592],[122.62527331],[144.6385585],[83.26518522],[136.01610426],[80.66856107],[62.17422818],[37.47008123],[18.81045371],[58.23799974],[67.05902351],[33.77833467],[104.05195102],[371.16035373],[70.74162787],[134.47180119],[201.76840795],[157.17514004],[172.2467232],[120.72665415],[88.3952102],[117.64134363],[160.14198259],[152.5612564],[123.36449006],[54.8896664]
135,[43.7442462],[65.08052573],[129.18166135],[54.76805489],[118.79139262],[238.26437622],[81.4134216],[164.59810991],[53.19711438],[178.78714353],[286.6564991],[25.70809281],[53.94202858],[72.36751204],[125.42764792],[73.46687147],[59.42574316],[157.11686055],[201.01325036],[81.88689043],[83.43004083],[68.52444622],[62.94602689],[99.05401903],[67.15595485],[84.6688484],[170.0469624],[44.36664073],[218.27640548],[162.61722541],[181.58092623],[124.69390821],[827.28933858],[123.39178093],[138.9466715],[81.34729722],[135.06423975],[81.72365147],[62.31454318],[36.79994523],[19.38569701],[58.67321005],[67.66922583],[33.7366383],[105.64973476],[372.37137806],[70.91702073],[135.57708741],[201.92012146],[158.67933587],[173.93481148],[121.37063045],[88.37741436],[117.19307453],[170.76664192],[153.3897251],[124.42252906],[55.08257214]
136,[43.84192062],[65.08818843],[130.17014265],[54.77283392],[119.78091312],[239.64311518],[81.41294844],[164.87271514],[55.66321002],[180.12211928],[279.47152569],[25.94662564],[53.76081119],[72.3763524],[125.12939024],[72.78443542],[59.57668932],[156.9107337],[200.13191561],[82.15977864],[82.92331992],[68.46308268],[63.32901278],[109.76851068],[68.23191246],[83.62368635],[173.08083434],[44.58482206],[219.51361152],[162.92477457],[184.73359022],[123.1908584],[834.40025842],[123.64477647],[139.18988972],[81.04168298],[135.92225191],[82.13298945],[62.69586519],[37.49647832],[18.9009187],[59.9963981],[72.93331409],[33.87390972],[105.95844313],[372.39119358],[71.73568774],[136.16344361],[203.44299297],[167.39138467],[174.39500729],[118.72782251],[89.99215713],[116.41060627],[170.46913392],[153.49903729],[125.40822383],[55.52581223]
137,[43.61931085],[66.06781528],[130.86464187],[55.3123355],[120.00288003],[243.01295384],[81.96335533],[162.71360287],[55.45269929],[183.6235287],[276.44918703],[26.10800454],[55.71066118],[73.05323604],[123.84242717],[72.90487714],[60.03172651],[156.28660736],[199.52991339],[82.72944803],[82.84175559],[68.81683043],[63.47944089],[109.37430087],[68.43633496],[83.43641335],[174.00935906],[44.52448399],[218.53060232],[162.78740191],[183.5615519],[124.28112012],[836.90339901],[123.72341422],[139.67887903],[81.33206892],[138.65521031],[83.08974646],[62.57490041],[37.61547175],[18.85869803],[59.88887627],[73.74420001],[33.84668985],[105.87356135],[365.69244353],[72.84396206],[135.31218477],[206.46160764],[166.66745171],[174.61047447],[118.38427082],[89.13608157],[117.1477399],[170.74725114],[153.4357674],[118.32818686],[56.31521254]
