,Alaska_Air_Group_predictions,Allegion_predictions,American_Airlines_predictions,AMETEK_predictions,A_O_Smith_predictions,Arconic_predictions,Boeing_Company_predictions,C_H_Robinson_Worldwide_predictions,Caterpillar_predictions,Cintas_Corporation_predictions,Copart_predictions,CSX_predictions,Cummins_predictions,Deere_predictions,Delta_Air_Lines_predictions,Dover_predictions,Eaton_Corporation_predictions,Emerson_Electric_Company_predictions,Equifax_predictions,Expeditors_predictions,Fastenal_predictions,FedEx_predictions,Fluor_predictions,Fortune_Brands_Home_Security_predictions,General_Dynamics_predictions,General_Electric_predictions,Grainger_predictions,Harris_predictions,Huntington_Ingalls_Industries_predictions,Ingersoll_Rand_predictions,Jacobs_Engineering_Group_predictions,J_B_Hunt_Transport_predictions,Johnson_Controls_International_predictions,Kansas_City_Southern_predictions,L_3_Communications_Holdings_predictions,Lockheed_Martin_predictions,Masco_predictions,Nielsen_Holdings_predictions,Norfolk_Southern_predictions,Northrop_Grumman_predictions,PACCAR_predictions,Parker_Hannifin_predictions,Pentair_predictions,Quanta_Services_predictions,Raytheon_predictions,Republic_Services_predictions,Robert_Half_International_predictions,Rockwell_Automation_predictions,Rollins_predictions,Roper_Technologies_predictions,Snap_on_predictions,Southwest_Airlines_predictions,Stanley_Black_Decker_predictions,Textron_predictions,TransDigm_Group_predictions,Union_Pacific_predictions,United_Continental_Holdings_predictions,United_Parcel_Service_predictions,United_Rentals_predictions,United_Technologies_predictions,Verisk_Analytics_predictions,Waste_Management_predictions,Xylem_predictions
20,[72.42599881],[65.50115525],[41.66923256],[44.87114311],[45.54467732],[17.63904562],[143.31847548],[70.39550864],[83.8182509],[104.79953025],[51.87534662],[32.07476922],[130.61162131],[89.04471992],[44.21423094],[66.65714264],[62.38514345],[50.47385706],[126.24933929],[51.92066533],[40.58232882],[180.08875842],[44.84485569],[54.51210533],[152.41478491],[29.33191776],[209.91109749],[96.98358188],[148.65647467],[70.76527085],[49.30175776],[82.67378093],[41.54628716],[91.51742529],[137.3897049],[239.35527906],[30.25814569],[44.62067088],[95.09862798],[230.11716419],[55.75779878],[125.94071737],[55.52343035],[28.62277201],[135.90802805],[51.99295023],[38.56678292],[124.18362222],[30.73825682],[172.58641691],[157.92968736],[41.65533124],[117.22924943],[40.74067597],[270.93844958],[90.61660552],[58.60334333],[109.66762119],[76.46764403],[103.06184618],[83.1290039],[64.59515803],[48.48396394]
21,[72.61070424],[65.73484341],[41.77144837],[45.4041513],[45.9562062],[17.42029659],[142.0300773],[70.42303825],[84.72708291],[105.61110164],[52.58451728],[32.01912561],[130.71971657],[88.97234883],[44.51282235],[66.78155794],[63.15962204],[51.40644375],[126.98903313],[50.43271596],[40.5206769],[181.5840704],[44.63948112],[54.46759821],[153.70460126],[29.41530524],[211.39414936],[97.40383003],[150.63293291],[71.99660823],[49.93052942],[84.87147999],[43.9380619],[92.33033281],[137.88135478],[239.15218466],[30.47333638],[44.61778405],[95.91159341],[230.12021161],[55.48477364],[126.80211054],[55.94460025],[28.97525997],[136.17191023],[52.25581778],[39.04303547],[124.96541053],[30.8361581],[173.89565047],[158.31945905],[41.98037396],[117.88953118],[40.76397774],[272.59552114],[90.45558798],[59.27995513],[112.03757452],[75.74772218],[103.39617145],[82.92380159],[65.29755457],[49.28895491]
22,[73.17271605],[66.73250799],[42.46808935],[46.78256596],[47.53185186],[17.58953084],[145.37162145],[71.39400495],[91.22383288],[107.41853807],[53.36173146],[33.89570661],[136.55172327],[90.10907943],[45.26892756],[70.1944657],[66.34028734],[53.51580868],[122.32481724],[49.55678469],[43.52190565],[181.24978649],[49.22325758],[54.66686429],[162.12030493],[29.64343853],[220.28339525],[101.49935103],[168.44398874],[74.36658578],[55.1617692],[86.26462045],[43.90138834],[82.04404021],[147.7528471],[253.83626812],[30.9523352],[45.18354744],[98.79051781],[241.82465608],[57.90172833],[131.96492856],[57.27257671],[30.63729015],[146.41774427],[52.70559914],[40.2578343],[126.73808962],[31.27412367],[176.81749342],[160.45021656],[42.41947607],[119.83168151],[42.87223439],[271.93956738],[93.82453995],[60.08498236],[112.7248024],[89.40014662],[104.92595335],[83.35253822],[65.99774771],[50.64612191]
23,[74.93550527],[69.10593075],[42.30173129],[47.87277738],[48.29812033],[18.4685182],[147.88587579],[72.63615808],[93.74770282],[107.95841877],[53.43311885],[34.52013461],[137.07100234],[90.71546315],[46.01345981],[71.52079118],[68.69610132],[55.8139569],[116.1893035],[50.59926272],[44.78599996],[183.54922209],[50.83142391],[55.69538325],[166.43152682],[30.4014793],[227.305822],[102.90633324],[174.04068627],[75.79683703],[56.52317244],[88.19630763],[45.10238123],[81.6651008],[151.45531492],[257.08549236],[31.47036181],[44.82679576],[100.4959381],[245.10281759],[60.17844609],[137.01359156],[60.2961433],[31.36243943],[147.04799502],[52.86716799],[41.8299535],[130.15965346],[31.14415373],[179.59526993],[166.49753816],[43.68795651],[124.71193562],[44.09969957],[269.37849857],[97.2805346],[59.86220676],[113.20579252],[89.19792755],[108.39646568],[83.06798133],[66.57194231],[52.73226631]
24,[75.25938944],[69.41097994],[42.96609541],[47.23588307],[48.06291646],[18.87999149],[148.21603856],[73.48158125],[92.96469454],[108.71088895],[54.01403983],[34.545945],[136.55493979],[90.99856588],[46.42132727],[70.76066095],[67.36517556],[55.400967],[114.54555085],[50.76433004],[44.1664313],[183.84272375],[48.82844432],[55.3037363],[169.15041604],[30.6645498],[226.21934983],[103.57191996],[174.93240356],[75.92161894],[55.77277774],[89.78126326],[44.20942906],[82.11848452],[151.27678466],[259.50109576],[31.28752665],[44.08694512],[100.69239199],[247.37736961],[58.91486537],[139.15434658],[59.23735178],[31.38116099],[148.64857163],[53.58442069],[43.32557606],[131.52598934],[30.94305987],[179.22735784],[166.84016393],[43.84539634],[125.76175544],[44.75182493],[272.25365488],[96.74987743],[60.21962425],[114.25322254],[91.73277822],[108.9195446],[83.19974426],[67.67196249],[52.90191503]
25,[77.82811169],[68.46798049],[43.46602593],[47.79496369],[47.53285561],[18.98706537],[150.19732798],[73.42997416],[94.0344838],[109.04716086],[55.23925748],[34.77458005],[134.16549373],[91.60877779],[47.50902361],[70.60173323],[66.76518129],[55.21120481],[116.00250128],[51.51837523],[44.95653657],[186.22772005],[51.1783919],[56.0261251],[170.20978742],[30.50586073],[222.79083355],[105.39655798],[175.77007173],[75.02823654],[58.74025085],[91.17025174],[43.85616095],[85.3476835],[154.24051475],[267.34363632],[31.67868491],[43.12448814],[104.04470452],[250.62488065],[59.45895756],[138.63803713],[59.7747899],[31.74196681],[150.06879358],[54.0705816],[43.77202473],[132.09029393],[30.95324559],[179.63238217],[167.58716986],[45.45365705],[121.90106859],[45.18057754],[254.00839054],[99.34399555],[63.0750215],[112.98837959],[94.68196351],[107.99133872],[82.83202398],[67.80404376],[53.30189306]
26,[78.15669336],[68.66544769],[44.88707432],[47.91023427],[47.5570456],[19.85372468],[147.78170587],[73.97555788],[94.29392275],[109.17321669],[55.18254403],[34.44090703],[137.31625852],[91.12666695],[47.69453844],[71.41976291],[65.4749476],[55.43905813],[118.92737743],[51.71911319],[44.94507197],[185.53878467],[51.60967944],[57.10017774],[168.12030723],[30.75123516],[223.86663678],[104.93037955],[169.78204896],[75.84847288],[59.22723194],[91.40741212],[44.54268243],[84.84704565],[152.05353515],[265.85723684],[31.95425917],[43.60119334],[104.45525139],[247.61602481],[60.49250404],[139.56699905],[58.66980513],[32.90852785],[147.49143222],[54.84549618],[43.61288869],[133.18543815],[31.2328391],[181.74055311],[167.98476842],[46.30453962],[122.22911668],[45.10648484],[259.96642104],[98.99935899],[66.19490955],[113.141267],[93.6017975],[107.46886511],[82.7409457],[68.71722513],[54.76744357]
27,[77.92057517],[67.6696299],[44.47061556],[47.46566511],[46.96837493],[19.57855498],[146.26471885],[74.11648142],[93.27517217],[109.05907306],[55.86059621],[33.83631268],[136.8573754],[91.19115501],[47.41823054],[70.69372841],[65.62831676],[54.86752341],[119.58276216],[51.34001285],[45.10367679],[183.84719981],[50.65652972],[56.24893016],[165.92766666],[30.69629741],[224.87963918],[104.09290941],[173.89823113],[75.1896127],[58.76624429],[91.30293955],[44.5125231],[84.87044829],[150.36440833],[263.69817488],[31.38717351],[44.58674233],[102.85143986],[245.34995166],[60.18150927],[137.58385046],[58.05104716],[32.23573839],[146.49759895],[54.60585991],[43.45331461],[133.28168694],[31.41767269],[181.53645981],[166.62672297],[45.86693737],[122.78992259],[44.60596695],[255.88298896],[97.99130544],[65.30469094],[112.84006864],[92.24335109],[106.79822901],[82.31921486],[68.79061671],[54.5314861]
28,[78.87021821],[68.41104637],[45.92518352],[48.20925016],[47.10172002],[19.3875053],[145.32761051],[74.01740522],[92.72214241],[110.37104355],[56.68512474],[33.96855232],[135.66512798],[91.76587505],[48.58049571],[70.06196983],[64.73872894],[54.64751469],[121.73071731],[51.11695822],[44.91840984],[185.02637868],[51.18404768],[57.30480454],[165.50425174],[30.7894947],[219.96441844],[103.89839085],[176.91471487],[74.72079586],[58.83121233],[91.43777042],[44.7471617],[85.92165325],[149.95465733],[263.06661065],[32.26992432],[43.7434731],[103.18779986],[244.61205039],[60.04116292],[136.86268444],[57.9827724],[32.24830355],[145.05673394],[54.63560998],[44.92940836],[131.93950343],[31.54733717],[181.41073801],[167.43365026],[46.75403881],[122.48578636],[44.54550977],[261.00558018],[98.71879867],[67.81071254],[113.52575931],[92.10288309],[106.73785332],[83.07618276],[68.86665061],[54.09524564]
29,[79.51728442],[67.29351244],[46.3443672],[47.56275972],[47.04163885],[19.93687048],[146.38979681],[74.38319462],[92.2714755],[111.66750262],[56.03688422],[33.99421149],[134.94344057],[91.92364296],[48.94934355],[70.10123759],[64.21875213],[54.11030402],[121.11319893],[51.51340556],[44.7861459],[187.42281437],[51.17480633],[57.62341595],[166.75413263],[30.67565515],[217.46547853],[103.5460663],[176.95884295],[74.42355208],[57.92298116],[91.46167166],[44.72237151],[87.51062813],[152.04504512],[263.04900305],[32.46978385],[42.77487543],[103.36068458],[245.86896433],[59.76012488],[135.86130993],[57.7883426],[31.89918223],[146.13016365],[54.61742295],[44.82653144],[131.13880191],[32.13754439],[180.27576723],[167.74228],[47.05686929],[121.71435544],[44.22632808],[250.5033328],[99.73220899],[68.28497784],[114.07652626],[90.62313635],[106.45676671],[83.1757228],[68.94342309],[53.30575739]
30,[78.82790853],[68.07639491],[46.07213107],[47.6804971],[47.64406263],[20.21320028],[147.12479921],[74.37230809],[92.9004551],[112.79228022],[56.25774413],[34.65516882],[136.69048526],[92.32405466],[48.61690546],[72.13894457],[65.56779646],[54.5677418],[121.40660815],[51.96995342],[45.26916722],[188.32271633],[52.20440524],[58.09344264],[168.65445652],[30.87188032],[222.44483111],[103.92294962],[176.13014938],[75.10914413],[57.9098485],[91.6930156],[44.8265779],[88.60127599],[152.30953847],[263.70598155],[32.48843622],[42.60313189],[104.60729473],[246.66526039],[60.13348521],[137.39174959],[58.31379387],[32.18741899],[146.05546741],[55.31347761],[44.50832457],[131.7173109],[31.91106085],[182.11970966],[168.85558981],[47.41708224],[121.13993153],[44.56342726],[251.83293362],[100.62671334],[68.93352838],[114.72053491],[94.05520914],[106.88169727],[83.76873473],[69.57180884],[53.47656553]
31,[81.50663021],[67.93996776],[46.09003197],[47.50257993],[48.19212442],[19.86234511],[149.78532682],[73.98253553],[93.70815472],[114.78938875],[53.69108714],[35.06126188],[139.49614818],[91.98651658],[48.95454202],[71.63475109],[65.64948342],[54.38832462],[120.03706466],[52.39112617],[45.92404954],[188.15465769],[52.77664329],[56.80804098],[170.34334536],[31.18254836],[225.22359697],[104.08101781],[178.75294619],[75.69199483],[59.35528726],[91.22579921],[45.2536694],[86.44248401],[152.14798214],[264.87959858],[32.61177038],[42.86696039],[103.95344078],[248.30287874],[60.75940676],[138.04624452],[58.0017416],[32.27563801],[147.83518671],[55.47486246],[44.63960115],[131.82911637],[32.45951741],[183.71744334],[170.87829055],[47.13482821],[121.13343328],[45.23113885],[252.55507206],[100.37110965],[69.50900414],[114.62639018],[94.06848196],[106.93980179],[83.93315209],[69.62092744],[52.94054464]
32,[82.85552595],[67.82757494],[46.37047767],[47.47344653],[48.56240169],[20.24853995],[149.7314779],[74.13233298],[96.28670283],[115.32994938],[54.30261883],[34.93198444],[140.88731363],[102.47069709],[49.27699131],[72.10696655],[66.6277751],[55.13249532],[120.20424141],[52.71511957],[46.23594267],[190.15996761],[54.09703412],[57.02983392],[170.67942409],[31.34203744],[224.39278553],[104.221575],[177.96475535],[75.65769576],[61.92063226],[92.99666072],[45.61471631],[88.23340168],[154.9273335],[264.55768434],[32.40659376],[43.14034821],[104.05713642],[247.77285151],[61.96018299],[138.4952256],[57.80425891],[32.7614806],[147.85659066],[55.22186033],[44.83272149],[131.95686475],[32.2734683],[184.24510057],[169.36440779],[47.40084243],[120.54751475],[45.81828381],[259.37572763],[101.31103119],[69.88679683],[115.6605222],[97.66365403],[108.1737463],[83.90207802],[69.60142607],[52.87214933]
33,[82.82359061],[67.84479061],[46.88751164],[47.48248126],[49.17544637],[20.57652933],[149.99914919],[74.31568008],[95.9321348],[116.51216449],[54.76539121],[35.19475434],[141.14381861],[103.90309337],[49.26250286],[72.10546746],[66.67662121],[55.23297598],[120.23746315],[53.03531572],[46.33802318],[191.69018558],[54.70165386],[57.37931418],[172.17852317],[31.45083094],[225.6090633],[104.87707192],[180.9926666],[76.15710196],[62.51251017],[94.07144838],[45.88455827],[87.6269408],[156.55845322],[266.16568644],[32.71993688],[43.42267859],[104.36712205],[248.65620596],[61.91779326],[139.02368641],[58.04913843],[32.90562157],[148.66164339],[55.58358547],[45.25176424],[132.90529795],[32.58331551],[183.14953657],[170.54920692],[47.47329776],[121.69208788],[45.99832344],[259.90661658],[101.99344209],[70.10508133],[116.28746649],[98.16520339],[108.76727418],[84.12573491],[70.05882627],[52.9030315]
34,[82.46669554],[67.44836676],[46.51239058],[46.2178898],[48.70076179],[20.11951062],[149.75534782],[74.25579361],[94.82225659],[116.19856052],[54.30275853],[34.62536287],[137.98172875],[101.26986967],[48.51657188],[70.70732125],[65.96765872],[54.38595412],[119.33127285],[52.78990143],[46.312153],[190.16309189],[53.89623706],[56.27999211],[172.68987136],[31.2389006],[223.41437041],[104.01002169],[180.00406555],[74.70189153],[62.06776758],[93.1527518],[44.97456287],[88.50932052],[156.73620653],[266.00312895],[32.18070298],[43.39045551],[103.93625761],[249.04485034],[60.93196282],[136.686757],[56.96253082],[32.27550938],[148.94103002],[55.87861484],[44.50177851],[130.52563427],[32.60133109],[182.31372861],[168.24630478],[47.56367825],[119.75773609],[45.71478243],[258.36526777],[100.61304203],[69.22186328],[115.73088699],[96.19352017],[108.50156781],[84.18716635],[70.28253287],[51.72235708]
35,[82.90464094],[67.53763331],[46.93172381],[46.00969712],[48.93070228],[19.63605539],[151.67795818],[74.97592878],[93.92534298],[115.68356491],[54.72888382],[34.80122098],[137.96333499],[100.32062216],[48.64468283],[69.66638065],[65.56261313],[54.27326101],[119.52338969],[52.73163854],[46.99708057],[190.29474212],[52.6252666],[56.16689045],[175.34388674],[31.04235972],[226.44087789],[104.80244362],[180.7371838],[75.05324416],[61.61994194],[93.5505189],[45.30590128],[87.78989014],[158.68521592],[266.81493758],[32.21920525],[43.38070547],[104.42959263],[251.94121183],[61.27162796],[136.72632336],[56.15140874],[32.35385009],[150.58506629],[55.93433955],[44.63441177],[131.36703028],[32.38086627],[181.33265205],[167.915667],[47.27093808],[120.10152665],[45.96260885],[258.24092217],[100.51075914],[69.77674376],[116.2344081],[96.3240613],[108.81726328],[83.89562711],[70.44151679],[51.31146544]
36,[82.32811408],[66.90012004],[46.44014423],[47.30339516],[48.61349058],[19.31710333],[150.39171671],[74.84649989],[95.47865192],[114.71722053],[54.70513569],[35.83009492],[141.66955254],[99.54581856],[48.2227409],[72.59418586],[66.44461559],[56.46145634],[114.26438729],[52.76446812],[47.38001618],[191.73644551],[53.39554568],[55.211668],[175.39307909],[30.75202394],[230.70639051],[103.52923593],[178.59069278],[74.48929578],[61.86692167],[95.44354458],[45.05415452],[88.72988086],[158.05820981],[265.31225588],[31.67793853],[43.08951145],[106.53331467],[249.89585479],[62.12762019],[138.9124316],[57.54161168],[33.63490466],[149.55554813],[55.54468959],[44.8903164],[133.60578243],[32.12273352],[181.2130663],[167.0711481],[46.61411272],[118.59693533],[46.02497857],[251.93200017],[101.23494049],[68.98938225],[115.97004053],[100.99091001],[107.59695462],[83.07548931],[69.59900665],[51.52490611]
37,[82.88437549],[65.48631717],[45.70348256],[49.44363221],[49.01779225],[19.57759034],[152.56952409],[74.87824886],[96.35748481],[115.88663508],[54.71355718],[36.63592357],[142.78574571],[102.81070247],[47.77992754],[75.69785023],[67.76493508],[56.90670071],[111.80380333],[53.37688157],[47.48070314],[192.33247608],[53.39202657],[53.87271923],[176.64009545],[31.41022766],[238.19047262],[104.4337969],[179.31078793],[74.63178903],[61.59519113],[97.20285835],[45.68125945],[86.54976433],[157.55360957],[266.60810992],[30.33233445],[42.13887018],[106.79656568],[249.1690899],[63.01747912],[144.0374432],[58.89173598],[34.08589792],[149.44868411],[55.48517461],[45.54123674],[137.33558255],[32.39420841],[181.79452883],[167.54688382],[47.11468534],[119.04448189],[47.8877734],[245.89646529],[103.27279511],[68.48456013],[116.44415371],[104.36160657],[107.51667334],[82.40144166],[69.33426388],[51.83498535]
38,[84.75152553],[64.84523005],[46.14276871],[48.01746201],[49.19723408],[19.78042504],[152.24061364],[74.05374546],[95.18085014],[116.67152553],[54.43507111],[36.50457725],[143.09815338],[101.48005815],[48.33229396],[74.33828822],[67.83365166],[56.35812042],[114.774872],[53.24887126],[47.80083042],[192.88016465],[53.47070128],[53.76396349],[178.66477122],[31.3316914],[236.13808041],[104.99221457],[180.98557229],[74.52343827],[60.59925152],[96.41723667],[45.41447916],[85.78710656],[157.30338319],[267.71096367],[30.32517778],[42.13357298],[105.5676029],[250.85164793],[63.0527276],[142.25150035],[58.78112573],[33.86048897],[149.98302332],[55.81965541],[45.56331314],[136.75594093],[32.55387894],[182.29167531],[167.44885405],[47.97092926],[118.31669016],[47.56359936],[245.87421063],[102.50859322],[69.3908425],[116.35844149],[105.23354131],[108.13171312],[82.28232949],[69.85331481],[51.81585446]
39,[83.12294602],[64.71057167],[45.73293623],[48.62940113],[49.90489542],[20.27454127],[152.02124294],[75.38095917],[94.40092973],[118.08188189],[54.57393401],[36.52289045],[142.57317085],[101.30403381],[47.83456144],[74.23088962],[67.95981761],[56.70455798],[114.74898554],[53.96493358],[48.56212143],[194.58347969],[53.57852741],[54.96714454],[178.70906171],[31.13328567],[234.93715132],[105.98757709],[183.74826311],[74.91973621],[59.70788481],[97.76265264],[44.58117205],[85.50364811],[158.41301289],[267.15017816],[31.15781001],[42.39640526],[106.01470135],[247.94512286],[65.36817194],[142.198162],[59.66777132],[33.74180823],[149.10884901],[55.38916222],[46.37666478],[136.07528672],[32.84755137],[181.67140562],[169.20116588],[47.09925921],[119.29982282],[47.39919219],[248.32111799],[102.77760763],[68.28112546],[116.58349611],[105.47001287],[107.43752126],[83.00888065],[69.05479864],[51.74470725]
40,[84.88735415],[65.15204925],[46.50677038],[49.27720768],[50.04970697],[20.32127339],[152.38042371],[75.55917876],[95.16614464],[118.46153903],[54.84357265],[35.98038081],[142.37941479],[102.65891013],[49.43268035],[74.4661261],[68.33298325],[56.43272509],[113.6687634],[54.06325091],[48.26777886],[193.47335108],[53.80649982],[55.22329961],[178.26678212],[31.18655378],[236.31571264],[106.58713374],[184.17725334],[75.96845928],[60.39587052],[98.1550891],[44.10909563],[83.76288799],[158.60764828],[266.17587025],[31.20350279],[42.4094386],[106.15752468],[248.01679718],[64.25530763],[142.13120839],[59.99552143],[33.8718705],[149.28366592],[55.69672164],[47.42271341],[136.15322387],[33.12631177],[183.02214112],[169.80898437],[47.7698261],[118.71979124],[47.63886241],[251.45923777],[103.05885084],[71.11520869],[116.54270292],[107.04127026],[107.51056417],[83.04586135],[69.49973702],[52.1752375]
41,[87.52343487],[65.82462969],[48.87899387],[50.85041964],[50.74969117],[20.81831518],[154.19661151],[76.72021183],[97.40461573],[120.33688595],[55.97383017],[37.13966137],[146.39811842],[102.72388123],[51.1212613],[76.73232201],[68.90339184],[58.34716202],[116.16689983],[55.149609],[49.17962421],[196.52930983],[54.61840532],[55.66516974],[178.39563057],[31.58075066],[237.21518201],[107.24294955],[183.96281463],[78.11657131],[60.32152195],[100.06913243],[44.27788465],[86.37977449],[161.48936311],[266.46543566],[32.15905115],[43.41835606],[109.84290521],[247.28440364],[67.56759642],[145.17623867],[61.27089396],[34.54197017],[148.95081233],[56.27578661],[48.00650742],[138.93634226],[33.52042744],[183.58072819],[173.0903083],[49.93245943],[120.64097983],[48.4090558],[255.87598156],[106.23583673],[72.56106795],[118.60100339],[109.09094477],[109.62714926],[83.11493746],[69.92724702],[52.10552235]
42,[88.57660666],[65.37916971],[48.07657208],[51.04328215],[50.699406],[20.90811352],[155.43244661],[77.3777904],[96.37030973],[120.5950281],[55.84187266],[37.22054992],[143.73072529],[103.98158971],[51.3438874],[76.22473466],[68.9683711],[57.55244264],[117.51016115],[56.2453048],[49.06846469],[197.26952231],[55.92362416],[56.41490046],[173.72678953],[31.52491916],[239.00954745],[105.9401928],[180.97681534],[78.88834738],[60.99684252],[100.85366501],[43.72380735],[86.00480146],[158.81693585],[259.19189504],[32.57275603],[41.94392268],[110.01835003],[238.37582033],[67.92665938],[141.99873986],[60.52701385],[35.10916312],[146.3140109],[56.47754521],[48.83946724],[137.65876176],[34.08198362],[183.39273093],[173.34087657],[49.62809462],[120.90494632],[47.97823777],[249.74943103],[105.2161794],[72.67547101],[119.03883541],[108.36612289],[108.41510545],[83.18093436],[70.12179553],[51.93335437]
43,[89.75304289],[65.65115923],[49.74474739],[50.85194448],[50.88456443],[21.74099693],[156.53611849],[77.00757882],[95.4732436],[120.78757941],[55.34855449],[37.29309187],[142.29266585],[103.58623483],[51.82733754],[76.68485752],[69.50730163],[57.4753324],[117.0124613],[55.23203621],[49.02047312],[196.72428159],[57.03758244],[56.40167416],[175.54986378],[31.80830332],[239.54299225],[105.60361623],[181.34546371],[78.52264276],[61.68970423],[99.28158256],[43.71521113],[85.96292226],[158.32573114],[259.83791898],[32.62135586],[42.78831195],[110.57799055],[238.42611203],[67.54692288],[142.28667899],[60.08037041],[35.58138615],[146.54859672],[56.52583293],[48.51154336],[139.58531799],[33.88690281],[185.6581345],[176.31131338],[49.92012401],[120.61893874],[48.40772686],[249.24926437],[104.95282967],[75.22015856],[119.59476093],[108.12045817],[110.00175228],[82.95923423],[70.05670965],[51.50000581]
44,[86.85006194],[65.09040671],[47.49964298],[50.56599013],[50.3934781],[21.59039132],[157.21708336],[77.19881799],[95.02661389],[120.46492513],[55.77250948],[37.02637215],[142.07169688],[102.29939565],[50.06353481],[76.59001853],[69.82389161],[56.87783294],[116.90168544],[55.72874578],[48.86067715],[197.65205331],[56.81661499],[55.30425846],[173.52688851],[31.85166231],[236.688669],[105.02370661],[178.21513252],[77.67455775],[61.62858603],[99.130618],[43.45323459],[85.25812137],[158.14725023],[252.78897037],[32.44143101],[42.09292269],[110.7253104],[232.46321039],[67.07695773],[141.37787694],[59.79831363],[35.66872072],[143.83308007],[56.88837694],[48.53800703],[137.26490563],[33.46659119],[185.08061232],[174.8252822],[49.34379894],[120.05922998],[48.40280536],[246.9502842],[104.24843988],[73.14078867],[120.1034564],[106.88345134],[110.13591372],[83.06583723],[70.72945071],[51.01681531]
45,[87.1696374],[65.76610488],[47.78278857],[50.23418161],[49.93277121],[21.07283479],[156.51172827],[77.03296963],[95.98268005],[120.59491893],[56.14399776],[37.01053085],[142.63934859],[101.33843702],[49.75055867],[77.09693555],[68.82332482],[56.74769634],[116.3450854],[55.7518278],[48.59192781],[201.14334422],[56.49276811],[55.38148807],[174.8490931],[31.72655181],[237.65196549],[105.45533799],[176.70408347],[77.75021421],[60.58101031],[98.98344552],[43.42286397],[85.9981797],[158.12381768],[252.06422224],[32.67926109],[42.08496646],[109.68890194],[232.20373986],[67.10496206],[141.16128722],[58.84087371],[35.06132893],[142.65355054],[57.06707977],[48.56337488],[137.17797541],[33.35056308],[187.94061313],[173.25584263],[49.55156696],[119.09157447],[48.47658133],[250.64964521],[104.00840402],[72.45992148],[120.21907241],[106.22721237],[110.46063931],[83.62333831],[70.88023356],[50.97463253]
46,[86.34080234],[65.43103303],[47.97991407],[49.82098499],[49.45427001],[20.75773922],[154.27203235],[76.67692415],[93.78900047],[119.66171036],[56.0745537],[36.47426444],[139.14354929],[100.56456138],[49.89364521],[75.58357969],[67.55611376],[56.25211876],[115.91560808],[55.10610384],[48.32934143],[198.16190738],[55.62090248],[56.01972826],[173.58903145],[31.50646219],[234.98764035],[105.15393605],[176.2606779],[77.66389321],[59.78981776],[98.58427037],[43.03954285],[84.58553358],[158.13552423],[252.25313616],[32.50595306],[43.10790386],[107.54060819],[232.14326113],[65.72963016],[140.16068242],[57.7123123],[34.93530282],[142.89150547],[56.58735635],[48.1944213],[135.51112434],[33.19747977],[186.77010591],[171.21062499],[49.30193368],[118.32432831],[48.21357649],[251.06528433],[102.73295983],[73.03473907],[117.31870545],[105.03041404],[109.21226211],[82.00795368],[70.13603613],[50.58538432]
47,[90.14876453],[64.95913942],[48.3655478],[49.88617235],[48.62371915],[20.60620894],[153.78902775],[74.42801458],[94.47445791],[120.07860069],[56.17951585],[36.69473626],[138.98939049],[101.53900476],[50.5090482],[75.96904616],[67.79361397],[56.18765012],[117.39517011],[54.55685381],[48.44656342],[197.86604897],[54.9369836],[54.71134054],[174.37836752],[31.25358848],[234.50363497],[105.04871234],[180.18914359],[77.26766762],[59.17936239],[98.01298559],[42.40899568],[85.69007878],[158.12951274],[250.92460271],[31.55424163],[42.62674463],[108.18499946],[232.65405311],[65.46671925],[143.08881071],[57.00695899],[35.3233369],[142.60645805],[56.64498997],[48.65535785],[136.35674168],[33.2990004],[187.17392179],[174.43973271],[50.68526005],[118.26540074],[48.99632998],[254.02207272],[104.59550312],[74.9946862],[117.21574106],[107.25240403],[108.03812039],[81.29301676],[70.13224672],[50.15309389]
48,[88.48703036],[64.14530149],[47.64076071],[49.17437182],[48.5092049],[20.34118505],[154.59039722],[73.23946565],[92.63634937],[119.78482401],[55.85812706],[36.04642397],[135.35167083],[101.84552592],[50.12741894],[75.59686544],[68.1231416],[55.73428352],[116.99783967],[54.07163433],[48.0570162],[196.51699026],[54.99480077],[55.20945196],[174.43419404],[31.76579816],[234.66389683],[104.01756463],[183.09241915],[77.15624338],[58.67651796],[96.94678215],[42.09421579],[86.52005348],[157.45855579],[250.36477105],[31.95126664],[43.1837175],[106.65607709],[231.90421149],[65.18455419],[143.05997308],[56.59279392],[35.55486221],[141.93050392],[56.63527746],[48.5502723],[135.00734028],[33.20714699],[185.10912814],[172.41933061],[49.9495856],[116.96485476],[48.63582287],[251.40998975],[103.17903811],[74.43829165],[115.89870292],[105.6434701],[108.45366345],[81.89540796],[70.09523951],[50.07480073]
