,American_Tower_Corp_predictions,Alexandria_Real_Estate_Equities_predictions,Apartment_Investment_Management_predictions,AvalonBay_Communities_predictions,Boston_Properties_predictions,Crown_Castle_International_predictions,Digital_Realty_Trust_predictions,Duke_Realty_predictions,Equinix_predictions,Equity_Residential_predictions,Essex_Property_Trust_predictions,Extra_Space_Storage_predictions,Federal_Realty_Investment_Trust_predictions,HCP_predictions,Host_Hotels_Resorts_predictions,Iron_Mountain_predictions,Kimco_Realty_predictions,Macerich_predictions,Mid_America_Apartments_predictions,Prologis_predictions,Public_Storage_predictions,Realty_Income_Corporation_predictions,Regency_Centers_Corporation_predictions,SBA_Communications_predictions,Simon_Property_Group_predictions,SL_Green_Realty_predictions,UDR_predictions,Ventas_predictions,Vornado_Realty_Trust_predictions,Weyerhaeuser_predictions
242,[134.88179409],[117.64735172],[43.61516006],[178.26619059],[122.84780376],[100.06468205],[115.64221136],[28.62679998],[443.02889978],[65.64761767],[251.59899573],[78.05948384],[124.06316806],[27.59577588],[18.52649163],[38.11381437],[19.41744432],[55.22142838],[106.058598],[62.96036285],[211.97252018],[57.26621384],[61.88327205],[143.31435652],[160.14023573],[101.39531643],[37.86672864],[65.04229251],[76.85104066],[33.81812368]
243,[135.96196295],[117.44237225],[43.88170394],[178.65421418],[122.73974227],[100.60133653],[116.14577278],[28.97521093],[442.23229561],[65.85487464],[253.12640268],[79.0779555],[124.37300295],[27.8364827],[18.48082416],[38.77120595],[19.4812683],[55.39912229],[106.01381646],[63.58077283],[212.85255559],[57.87499311],[62.16660547],[144.03246491],[161.50051953],[100.73854196],[38.06955688],[65.38715321],[77.26973648],[34.01727973]
244,[136.84161632],[119.06835243],[43.88763808],[178.50222425],[122.88807257],[100.05923505],[118.55641279],[28.84275808],[446.33589908],[65.95169116],[254.1651627],[79.98541754],[124.25725131],[27.82036331],[18.48559909],[38.88145919],[19.50408845],[54.93635529],[106.95983239],[63.46198398],[214.09554013],[57.15708162],[62.0175596],[144.08518127],[161.07501399],[101.32788537],[38.04106227],[65.1031196],[76.87005361],[34.02958537]
245,[136.05511064],[118.88379197],[44.00328356],[177.69226731],[122.00006312],[99.6255275],[118.2761463],[28.97260663],[444.42220731],[65.6189797],[252.45341767],[79.75658926],[124.15343519],[26.56858174],[18.43110339],[39.28473174],[19.38143404],[55.08798018],[107.27020691],[63.63628716],[214.35627724],[57.14464568],[62.17368284],[142.87345774],[159.84045673],[102.23293015],[37.99213298],[63.81824363],[76.99161067],[34.13857939]
246,[136.4699054],[118.92813609],[43.89156265],[177.75786491],[122.40924224],[99.63721751],[116.42846276],[29.01354197],[442.19132099],[65.57145068],[253.68391118],[78.97726242],[124.55318238],[27.00746013],[18.23532177],[38.99220104],[19.11628754],[55.25215734],[107.23018131],[63.65858248],[212.88434402],[56.99536429],[62.38386793],[143.70846496],[158.95638859],[103.17560683],[37.97803292],[63.67257696],[77.25809729],[34.12316354]
247,[138.8651757],[120.01268535],[44.49885933],[179.94330371],[123.73924638],[101.99960134],[117.14565893],[29.12292738],[443.36880258],[66.51569778],[257.64774469],[79.6145192],[125.15240273],[27.03333721],[18.2047864],[39.02147867],[19.21188854],[56.50926829],[107.95583704],[64.14019918],[214.00144672],[57.20364661],[62.88972297],[147.30162232],[159.9007445],[104.36984634],[38.39787097],[63.63266046],[77.64695365],[34.33256352]
248,[139.48522923],[120.51649458],[44.77009102],[180.48352934],[125.08517641],[101.72033376],[118.58157463],[29.00517127],[445.8244657],[66.53070413],[257.18327366],[80.55652062],[126.08282951],[27.14375519],[18.33457388],[39.01412927],[19.28905014],[57.09267112],[108.33343909],[64.57478334],[213.7337907],[57.01150016],[63.1112472],[147.22096788],[161.25461628],[104.38069674],[38.55473743],[63.24187582],[78.1174881],[34.21653436]
249,[139.11032846],[120.49848094],[44.388494],[179.03889962],[126.85540426],[101.50250544],[118.33832078],[29.02653392],[449.15626283],[66.39298515],[257.07329488],[80.47990563],[125.65089232],[26.85295631],[18.34110533],[38.10544213],[19.12213098],[56.42544535],[107.97013885],[64.53097122],[213.49262532],[56.4743598],[62.30445445],[147.39234476],[160.22423522],[105.02769662],[38.17925874],[63.27764412],[78.08416441],[34.20937891]
250,[137.93469092],[120.98589747],[44.78794197],[178.83971881],[127.04618714],[101.97483463],[119.01193124],[29.03552861],[451.362902],[66.45406405],[257.801517],[80.03621954],[126.13875817],[26.82263124],[18.38150528],[38.33632275],[19.16174922],[57.00482353],[108.3997724],[64.86912202],[213.88601429],[56.55645226],[62.6502802],[147.45499355],[160.71671049],[104.37000551],[38.37775874],[63.28746906],[77.79405472],[34.11641681]
251,[137.19735098],[121.91441493],[44.70491018],[178.58738954],[127.00996544],[101.76028057],[119.76333841],[28.91569056],[451.73957719],[66.45198179],[258.8982365],[80.20118853],[126.69993026],[26.38163426],[18.54813239],[38.79709608],[19.45345481],[57.65398078],[108.58111174],[64.73708617],[213.0576081],[56.6224003],[63.56494817],[148.52115557],[162.89595106],[104.54531932],[38.63928829],[63.25390237],[78.86767579],[34.32719071]
252,[137.94569551],[122.60069656],[45.00025249],[179.9523191],[128.23268509],[102.2008807],[120.75499693],[28.9453256],[458.91629919],[66.48869986],[258.41147682],[80.63206862],[127.86406486],[26.45019476],[18.67027519],[38.94800844],[19.42547986],[57.80261286],[108.85995117],[64.5639558],[214.82780428],[56.69124892],[63.94655675],[151.46846241],[165.09520184],[104.89467824],[38.62333084],[63.02972435],[79.34788829],[34.39276992]
253,[140.12408028],[123.69228114],[45.27176622],[180.98421273],[127.99621778],[103.12177531],[122.86902423],[29.06900767],[464.53301423],[67.20642753],[261.13838593],[81.73778517],[128.45228305],[26.39906021],[19.42600419],[39.86478095],[19.28768936],[57.56801774],[108.70844585],[65.11483793],[216.93361108],[56.74463486],[64.05278345],[152.41298316],[164.49163597],[104.87998281],[38.94524656],[63.09565584],[79.57337009],[34.61042577]
254,[140.13729007],[123.70410491],[44.64144894],[180.67395251],[128.30324668],[102.63620744],[121.64062255],[29.04495469],[462.27530915],[67.44624484],[261.95403162],[82.82634466],[129.64702984],[26.34952925],[19.47832138],[39.87307986],[19.44933791],[58.19994879],[108.8300434],[65.22071164],[218.69502485],[56.89537548],[64.65933296],[151.03073196],[166.25786343],[103.47898105],[39.00099536],[63.3626465],[79.85630187],[34.92378495]
255,[139.55942956],[123.56527469],[44.24950256],[179.34783559],[128.35543624],[101.76894352],[121.84732904],[28.94852797],[461.06314466],[67.24931991],[261.16094592],[81.90977562],[128.79308999],[26.17992539],[19.36908666],[39.82496193],[19.24973677],[57.50812026],[107.55241534],[65.03095808],[217.54363036],[56.92301547],[64.22134663],[148.80694642],[165.38938541],[102.88017072],[38.77618704],[63.11636027],[78.94894084],[35.03238421]
256,[139.09114973],[124.15127767],[44.27054729],[180.04927083],[128.09928756],[101.33010685],[122.73705722],[28.96462862],[461.71406847],[66.91405792],[261.52298136],[82.24059608],[129.67704926],[26.49977503],[19.31449427],[40.12670953],[19.27069882],[57.96163326],[107.16990188],[64.32404067],[215.9072687],[57.1216936],[65.09890462],[148.29042946],[167.13075394],[102.03470165],[38.78927406],[63.21556804],[78.27614066],[35.04722037]
257,[137.69093908],[123.2482137],[44.21285357],[180.15358679],[126.68424975],[101.04908214],[124.06947608],[29.16290107],[471.65712492],[66.79867347],[261.42554361],[81.86458079],[128.50900738],[26.45643864],[19.90587922],[40.79110958],[19.16864362],[57.02824253],[105.80614354],[65.40768355],[214.72463976],[56.27381338],[64.72975453],[147.48569262],[164.52616303],[101.57938012],[38.56487681],[63.31949748],[77.00626484],[35.24808508]
258,[138.36394527],[123.44232273],[44.14746836],[180.62081639],[123.67882352],[103.27272679],[123.87531017],[28.88761948],[470.54207148],[66.14129276],[260.10154929],[81.80733662],[127.43704353],[26.34336661],[19.81746282],[40.97959742],[19.07261928],[57.15532129],[105.07534747],[64.51862554],[215.34704067],[56.25189967],[64.43558589],[148.20543275],[165.55095543],[98.6304513],[38.54630349],[63.02347597],[74.89505531],[35.17493726]
259,[139.17318839],[122.24930936],[44.08690443],[181.238132],[123.08735887],[105.16979091],[123.37681383],[28.86363426],[468.43442163],[66.19930995],[259.46980052],[81.76101428],[125.81223748],[26.34748348],[19.4251719],[40.94746078],[18.76697106],[56.72840181],[104.82814706],[64.53544284],[215.13160977],[55.50836872],[63.63632991],[148.02845322],[164.73934397],[97.39716368],[38.44225508],[63.0105738],[74.4651889],[35.29545703]
260,[138.9478852],[122.08588988],[44.13233499],[181.99872828],[123.07211714],[104.05116432],[120.06796487],[28.75295068],[458.91142564],[66.6757359],[259.77096533],[81.92486579],[126.74182571],[25.93239168],[19.32160318],[40.05662739],[18.87008856],[57.60725414],[104.42593081],[64.42936312],[214.8142221],[55.51404397],[63.78075831],[148.17591572],[165.49971528],[97.89731611],[38.57084375],[62.48690766],[74.55283422],[34.79946328]
261,[137.96262288],[122.07679238],[43.74897945],[179.71411271],[121.58227145],[103.82268367],[121.55092066],[28.66345623],[463.72829708],[65.81018353],[257.70086276],[80.37805703],[124.97501487],[25.57675134],[19.71284246],[39.89064148],[18.72385845],[56.63421991],[104.18295125],[64.12857716],[209.93990343],[54.89948601],[63.37899098],[148.24596214],[163.8504067],[96.23615424],[38.05505244],[61.82284637],[73.69115626],[34.87869017]
262,[137.41474931],[122.1286275],[43.72994437],[180.49696057],[121.6296855],[104.1791682],[123.45847031],[28.81253042],[458.98167641],[66.88634323],[257.61101081],[80.61509341],[123.41216652],[25.31341013],[19.32854702],[39.79846115],[18.50162614],[56.13902143],[104.22273854],[64.05997547],[210.11177922],[54.46516736],[62.99340846],[146.52564432],[163.71004204],[95.72421937],[38.23908802],[61.48924448],[72.82247211],[34.64501437]
263,[138.49719266],[121.75355067],[43.35324164],[180.74999332],[121.33160495],[103.36349826],[115.54989385],[28.62155415],[454.77735534],[67.11578635],[259.71621012],[78.55756473],[121.71770579],[25.16757411],[19.3992396],[39.65957436],[18.32432713],[57.08830526],[99.57433958],[64.28612284],[203.99054436],[53.37094924],[62.39351232],[146.53085563],[163.76679664],[95.81678278],[38.26042785],[61.06422531],[72.93517474],[34.88951561]
264,[139.15724248],[122.21233146],[44.44786295],[181.62803638],[121.32380023],[103.12541278],[117.06600565],[28.63538968],[457.58074003],[67.61014121],[262.41245596],[80.47753036],[121.62934006],[25.58009567],[19.43417761],[40.03254428],[18.3550345],[56.46371368],[100.52396979],[64.71744633],[207.14528295],[53.9723269],[62.55738657],[146.71659618],[156.84433432],[95.52279144],[38.52697489],[62.50618665],[72.91436293],[35.54465397]
265,[142.81346585],[121.773001],[44.20412588],[181.96370839],[120.82159847],[106.16209454],[117.35884861],[28.38662644],[460.30710837],[66.98984274],[260.89131871],[81.06389748],[121.03433514],[25.57921717],[19.31033013],[40.12297276],[18.43505408],[55.72679634],[102.07903308],[64.06767624],[208.76839113],[54.13952592],[62.25998437],[150.48711667],[157.68500144],[94.4779533],[38.57395405],[63.14848345],[72.39472524],[35.62036591]
266,[143.77503175],[124.08851059],[43.97445016],[181.4176493],[121.23183967],[107.33526806],[119.04569298],[28.5065386],[463.8000579],[67.3149834],[262.52049948],[81.85020187],[120.58764725],[25.86057499],[19.56544658],[40.01563917],[18.16551829],[54.60398798],[102.40576741],[64.64718808],[207.26569372],[53.6569326],[61.59086458],[157.62528245],[155.47009937],[95.66695761],[38.79850966],[62.71745914],[74.7585154],[35.96170112]
267,[140.98747512],[125.266355],[44.38037061],[183.35858914],[122.01254632],[105.13588193],[116.66935528],[28.72782645],[467.04062136],[67.81563934],[262.75248752],[81.55841779],[121.66111052],[26.03179019],[19.73114658],[39.82340319],[18.55633482],[54.9845169],[103.18453161],[64.99102882],[206.44286286],[53.91693691],[62.14412598],[152.8945782],[157.11518938],[95.19580559],[39.10204182],[63.1531371],[74.62447059],[35.81272958]
268,[142.0614345],[124.66095188],[43.58126771],[180.6043817],[122.79092775],[106.1019819],[119.00046606],[28.72468557],[488.64405543],[66.88837909],[254.23696477],[83.24347924],[127.96553507],[27.07158641],[19.43790549],[39.89150102],[18.95162188],[55.60910518],[102.19286706],[65.98853479],[208.50345216],[54.9812283],[65.31152381],[155.81121418],[159.15068979],[95.2062698],[38.15152832],[63.94879623],[74.06714112],[35.60524399]
269,[142.39670892],[125.26033557],[44.27209289],[181.9097725],[120.62353474],[106.60989895],[118.96262668],[28.82619029],[485.6226556],[68.18009108],[254.12520147],[85.19907238],[126.46000595],[27.16956387],[19.63319143],[40.12743512],[18.58398525],[54.32094898],[103.47260251],[66.21755983],[209.06829864],[55.21176717],[64.07254494],[153.88360585],[155.16346846],[94.09265435],[38.50110947],[64.11988421],[73.20390292],[35.71636339]
270,[150.571031],[126.16179344],[44.95008124],[183.77282772],[124.23315488],[112.00978484],[122.30079735],[28.99273083],[486.64303219],[69.46646987],[255.17167273],[85.87058013],[128.62631646],[27.01281552],[19.80019474],[40.62189993],[18.82652838],[58.95557141],[105.15422897],[66.57429598],[211.63094407],[56.28125901],[65.33736016],[166.04573486],[158.7920722],[96.51034066],[39.27157968],[64.33764296],[73.91284142],[35.99224321]
271,[151.95043659],[126.25250756],[45.23493883],[187.27827502],[125.97421129],[113.59368158],[122.02642719],[28.94337108],[484.5513524],[69.77294652],[256.89669102],[85.50094287],[130.98021858],[27.03110355],[20.01311717],[40.6503374],[19.03648346],[62.29897804],[105.70693327],[66.50193215],[211.37175327],[56.2720784],[66.17247715],[169.96167919],[161.27611195],[98.73670775],[39.8230725],[64.87547558],[75.21766313],[36.29116463]
272,[150.6500328],[126.66132705],[45.12651387],[187.25997638],[125.84160162],[113.36620775],[120.90386046],[28.97090774],[481.86432422],[69.18569617],[256.32679178],[86.02897086],[132.2856088],[27.02798012],[19.96166167],[40.67867471],[19.1633583],[64.44473864],[105.51435647],[66.29190754],[211.62213741],[56.3629061],[66.50015873],[169.50541773],[163.80804645],[99.93542321],[39.74961254],[64.96149765],[75.62313712],[36.15221112]
273,[149.39727421],[126.66392906],[45.50142979],[188.0930458],[125.75415898],[112.49928428],[122.81323445],[29.12639628],[484.87250945],[70.18388323],[258.68603198],[86.96402838],[130.84187113],[27.25416905],[20.02811717],[41.00434616],[18.95428428],[64.17230539],[106.11117441],[67.12792486],[213.37979023],[56.70962284],[67.21523612],[164.22661697],[160.18607202],[100.00453266],[39.94167602],[65.44979901],[75.95106423],[35.96817964]
274,[150.17753739],[126.36904145],[45.2332401],[187.65393001],[124.73915882],[113.33956338],[122.69167812],[29.13606648],[481.59443815],[70.00667886],[257.02666309],[86.4159973],[131.76568314],[26.98448159],[19.96479956],[41.00127428],[18.9094874],[64.85725112],[103.9225683],[67.18295059],[212.99302115],[56.97250732],[66.87963915],[165.39120951],[160.57453981],[100.09184565],[39.982865],[65.04524958],[76.10717245],[36.20956098]
275,[149.18903621],[123.86364198],[44.53382849],[184.88420918],[124.2188332],[112.69590818],[120.22999726],[28.70155866],[474.89405519],[69.08529621],[252.41437249],[85.67655249],[131.622024],[26.89475904],[19.75910638],[40.53754406],[19.08748166],[64.52440301],[102.14302644],[65.62703654],[209.99352757],[56.47844302],[66.90935476],[165.56679173],[159.50677211],[100.22733876],[39.4177198],[64.4312239],[76.60167246],[36.55669458]
276,[148.43026425],[126.32530183],[44.72548827],[186.09432002],[125.25579607],[111.12680968],[120.42891908],[29.03442837],[475.96427001],[69.27765785],[254.07059197],[87.25666899],[132.02500095],[26.818325],[19.9903751],[40.83616499],[19.30462813],[64.66025544],[103.190121],[67.14306516],[213.90837638],[56.52004107],[67.24815552],[164.97575397],[159.98116557],[100.85825718],[39.54298645],[64.56182538],[76.80400789],[36.5625233]
277,[146.01999736],[126.26147126],[44.19121308],[184.57638954],[125.10624076],[109.9535861],[118.06573485],[28.85511234],[473.64715399],[68.42731806],[251.09788467],[87.27128228],[132.4275123],[26.78948652],[19.88581226],[40.76375752],[19.35936614],[64.20271118],[102.37968016],[66.25772989],[211.81345984],[56.50131551],[67.42492445],[165.16936779],[161.81030813],[100.88613296],[39.18626551],[64.3919996],[76.59835042],[36.29075094]
278,[146.1856851],[126.43987638],[44.28111011],[184.00204588],[124.5946134],[110.55998256],[117.74239566],[28.93331749],[472.58075939],[68.01363474],[250.2699954],[87.49970027],[131.33156185],[26.78235914],[19.69425102],[40.93559012],[18.98664864],[63.39422566],[102.82428944],[66.58403546],[211.19224241],[56.13721536],[67.21978812],[165.82315551],[159.11738857],[100.52763218],[39.4217789],[64.21914028],[76.24769286],[36.10706516]
279,[146.72367791],[127.84791326],[44.97632024],[185.07089719],[125.19688325],[112.29313664],[118.34755849],[29.30808625],[475.03022049],[68.1435353],[252.13409743],[87.63557613],[131.64722705],[26.78701025],[19.79184407],[41.3797326],[18.73043212],[63.55900125],[104.69706427],[67.27939725],[211.31816177],[56.5615321],[67.82640006],[168.00009419],[159.07225755],[101.06385333],[39.76377792],[64.2951533],[76.60553847],[36.09857574]
280,[145.5713106],[127.08187385],[44.64092572],[184.68998115],[125.03141439],[111.94276549],[117.28300742],[29.23579772],[472.74262674],[68.17269818],[250.14255559],[87.48794465],[131.71766386],[26.6889884],[19.7901375],[41.1437827],[18.76475454],[64.27070962],[104.17493246],[66.97010824],[211.4140422],[56.27952179],[67.6699184],[167.10079019],[158.39107261],[100.7768425],[39.67225456],[64.23958864],[76.73942032],[36.18894578]
281,[147.03108642],[126.8731726],[44.77056743],[184.69339875],[125.2005655],[112.65326321],[117.72100136],[29.15498004],[474.43192536],[68.19895446],[250.41605849],[87.42472029],[132.03611404],[26.89036062],[19.80301227],[41.46540676],[18.80211501],[64.23623641],[104.20558426],[67.10207324],[212.88445999],[56.4319203],[67.85781391],[169.73949844],[158.12642064],[101.00099285],[39.69217083],[64.6966508],[76.16597938],[36.17564263]
282,[148.37370109],[127.1982182],[44.39633739],[183.02776993],[125.22552062],[113.27646124],[118.04620233],[29.08686229],[479.33795603],[67.65742294],[247.81913551],[87.41805555],[130.69931196],[26.65838809],[19.5807641],[40.49126692],[18.19699652],[63.83491376],[103.28644723],[66.85871083],[215.04501361],[56.19960846],[67.41341756],[172.48818981],[156.34933422],[101.1959557],[39.5110282],[63.80727763],[76.25964249],[35.50717716]
283,[148.81078654],[126.02773256],[44.1421691],[181.41848444],[124.72032809],[113.66266881],[118.66816401],[29.02398212],[477.98279959],[66.98988906],[246.93224062],[85.14686441],[131.17845688],[26.52851025],[19.4655592],[40.68532516],[18.30674103],[63.90366601],[102.89160555],[66.80229316],[209.25910788],[55.91102824],[68.0279764],[172.37633539],[156.14870325],[100.91318192],[39.44981372],[63.66487796],[76.68812032],[35.69736644]
284,[146.2129313],[127.03070385],[44.32162047],[182.08434398],[125.08463413],[112.81212645],[116.94517041],[28.66063849],[468.28808337],[66.83234767],[247.74173186],[85.05874681],[132.06433624],[26.92517931],[19.69104383],[40.51864975],[18.44837925],[64.22095927],[102.25568383],[66.14125146],[210.42375937],[55.45649539],[67.99806788],[169.55016268],[158.6657537],[102.23108946],[39.38249051],[64.08289507],[76.92820897],[35.32914536]
285,[144.04151093],[127.07141844],[44.10358507],[181.45222512],[125.40973683],[113.0082982],[116.85494861],[28.13958763],[465.04082001],[66.87695814],[247.10277527],[85.30141618],[132.29254089],[26.38084752],[19.7968779],[40.8767005],[18.53965386],[64.76046204],[102.48323686],[66.30009887],[213.25455388],[55.3122378],[67.85950308],[169.58201489],[161.70132932],[102.2424816],[39.35301792],[63.98485656],[77.59278686],[35.38650684]
286,[143.69286884],[128.89221846],[44.00665873],[181.38643105],[127.18057071],[112.60494226],[118.93700704],[28.31055505],[470.30401795],[66.55233315],[247.08582745],[85.33651517],[132.52816952],[26.67748775],[19.48326977],[40.77982699],[18.51086268],[64.20091995],[102.89745648],[66.19689367],[212.12623976],[55.563546],[68.06641884],[169.32242086],[162.25742216],[102.06165315],[39.24426678],[64.80381656],[77.90397315],[35.40378727]
287,[139.40456919],[128.98351646],[43.956479],[181.21685762],[127.79825123],[109.65335271],[110.37091592],[27.86559829],[442.92942193],[66.32549922],[246.40377461],[84.85371034],[133.531448],[26.34781102],[19.87561309],[40.53741959],[19.08925778],[65.29203984],[102.55759896],[65.9848095],[209.89177551],[55.32540289],[68.613129],[162.28334016],[163.55620702],[103.93149505],[39.31193657],[62.72034912],[77.33325256],[35.11485466]
288,[140.57998259],[126.09154351],[43.38496119],[179.00440572],[125.42369062],[108.68648225],[113.710588],[27.37169586],[447.07694272],[65.5807787],[243.20957303],[84.88056417],[131.62447043],[26.58313554],[19.71793684],[40.36011488],[18.46577669],[65.19264506],[101.40175607],[64.46333135],[211.17732463],[55.2240444],[67.81492088],[163.60689356],[162.81789964],[102.66525085],[38.82519161],[62.88414338],[76.89315752],[35.20406206]
289,[141.8808251],[126.85246311],[43.63556967],[179.40999728],[125.41006047],[109.27420571],[112.19957614],[27.39018497],[452.00666605],[65.48333956],[242.09875727],[85.50613716],[130.22071275],[26.58815699],[19.61557457],[40.06339494],[18.05888592],[64.84244297],[102.38760929],[64.82894341],[211.90240321],[54.6781827],[67.38233238],[166.67170771],[162.83723271],[102.41797001],[38.90249089],[62.95909151],[76.40462882],[35.23427253]
290,[144.46006357],[128.26163157],[43.88289622],[180.01899491],[124.00193326],[109.98097164],[114.74896151],[27.81688823],[456.32651375],[65.20461833],[240.76220908],[85.30233394],[129.8247893],[26.7910985],[19.64017405],[39.996281],[18.12551516],[64.50010019],[102.3156141],[65.79027356],[208.25806748],[54.87105387],[67.44237226],[167.34048502],[162.11205911],[101.77323173],[38.84672454],[63.52688277],[76.05675676],[35.64186843]
291,[142.23398041],[130.28673627],[44.16310464],[182.14405824],[124.85443555],[109.4889662],[114.56342335],[27.92378148],[453.31526617],[65.81685193],[244.27434606],[86.39592387],[130.41981536],[26.76879927],[19.86550658],[40.1310533],[18.27884835],[65.79706599],[103.2121308],[66.15503569],[211.02311634],[55.60290029],[67.61705264],[165.09251239],[162.31058651],[102.70360865],[39.05150382],[63.15882392],[76.94812574],[35.42792484]
292,[143.94042433],[130.06758957],[44.27458967],[182.85100809],[125.08209645],[110.90374083],[115.05518433],[27.70440382],[449.43509516],[65.87806843],[249.05467363],[87.92408764],[129.84165529],[26.71540097],[19.81950108],[40.72101948],[18.13636107],[63.12394314],[102.91479531],[65.68532881],[211.7025979],[55.4188887],[67.71984689],[166.48956689],[162.2520397],[102.5631587],[39.24470607],[63.35688553],[77.01493785],[35.46055128]
293,[143.60730068],[131.4693904],[43.87223665],[183.63662893],[126.25745136],[110.95625091],[114.89041696],[27.82004754],[450.55163645],[66.26832818],[249.17654712],[87.99688006],[130.51530242],[27.18368679],[19.84206643],[37.79067013],[18.42440254],[66.71022131],[103.9586507],[66.21744063],[211.81386843],[55.7690722],[68.6120839],[165.78572958],[166.26830495],[103.03933746],[39.37832455],[63.86765472],[77.69369215],[35.63827646]
294,[143.96661931],[131.17232452],[43.9090611],[182.45518882],[126.3137617],[111.42919029],[115.36803236],[27.73404336],[451.63322543],[65.63551736],[248.07217222],[87.65425119],[131.31994149],[26.9499175],[19.84494871],[38.35234837],[18.39270761],[66.62412764],[102.57342329],[65.79975216],[212.59815938],[56.92630743],[68.76250768],[165.55283397],[165.84361957],[102.87582928],[39.04583924],[63.88138327],[77.41060636],[35.76148822]
295,[143.5292359],[132.0543474],[43.86895324],[182.4154366],[126.69170144],[110.54125639],[115.31718317],[27.83159658],[460.78148558],[65.4704777],[249.18362812],[86.52399926],[130.80607168],[26.79437033],[19.78309293],[37.92790919],[18.37033166],[66.5995915],[102.47045976],[66.00070783],[211.03975096],[57.0196341],[69.23818576],[165.78814419],[165.58366176],[103.17110318],[39.11897376],[63.45344028],[77.46784888],[35.65803908]
296,[142.97681172],[132.86130767],[43.86304933],[181.78769198],[129.39664774],[110.70154322],[114.53825465],[27.82745632],[457.82155983],[65.70233942],[249.97128251],[87.65299128],[131.98713634],[26.8193032],[20.15935301],[37.66262339],[18.4654688],[65.57818128],[103.15299675],[65.95892632],[211.68609138],[57.46097784],[69.98825689],[163.80837877],[167.71525318],[103.23253572],[39.36571359],[64.31888712],[77.8036507],[35.86132365]
297,[142.81732939],[134.19403777],[44.25559079],[182.47287737],[130.92525231],[109.62590612],[114.18876785],[27.86594267],[455.59668381],[65.62578983],[249.95630156],[87.59831518],[133.78874087],[26.99790556],[20.58679836],[38.00061179],[18.84133377],[65.65922157],[103.00004489],[65.92169139],[212.13992012],[57.83731856],[70.38253596],[161.76596248],[169.93183992],[103.8209987],[39.38253875],[64.38180442],[79.39287688],[36.01482007]
298,[142.01015984],[131.57938995],[43.2071574],[178.08117465],[128.72484311],[108.59496397],[111.84161344],[27.26603184],[448.83442326],[64.35143225],[243.0939165],[86.25770712],[132.14038456],[25.98584068],[20.23887848],[37.94201583],[18.30673394],[65.82411066],[99.41815046],[63.41666038],[208.14786763],[56.36289103],[69.01714034],[157.90085693],[168.42914617],[101.61843384],[38.18205432],[61.76729947],[78.23188778],[35.4608877]
299,[140.32290539],[128.63624513],[43.28638145],[177.6543025],[127.7699384],[107.85656664],[110.62963282],[27.03691656],[447.71459334],[63.92224805],[240.54092055],[85.5930304],[130.60445348],[25.79416724],[20.03068153],[37.19695828],[18.0438009],[64.60034322],[99.47791698],[63.23123952],[205.1449098],[55.63151469],[68.03519466],[158.03193901],[164.03156797],[98.99321944],[38.08260605],[60.79199452],[76.84119268],[35.43607854]
300,[139.58396588],[128.88780422],[43.16659781],[175.80317362],[126.98602437],[108.2876253],[109.39840076],[26.80515327],[446.92202623],[63.5051851],[237.81491128],[85.12148358],[129.30862776],[25.53788669],[20.06756249],[37.1595829],[17.91883949],[64.48419281],[98.76423449],[63.00568422],[203.74010471],[55.23054677],[67.69260209],[158.04247553],[164.76420922],[99.1072279],[37.70282684],[59.83369512],[77.05417376],[35.18027854]
301,[140.78537248],[129.70652212],[43.22547256],[177.98814194],[127.53967351],[108.66043726],[111.21944634],[26.89144072],[447.33355661],[63.84788613],[239.44002346],[86.24616964],[130.54177631],[25.65803658],[20.17455156],[37.64793719],[18.01539433],[65.20315096],[99.81539814],[63.90098609],[206.13799011],[55.91703731],[68.14806064],[160.57186159],[167.1838836],[100.09775739],[38.19605149],[60.08475528],[77.19654947],[34.92099585]
302,[141.09883888],[130.52745376],[43.34854425],[179.07732043],[128.57797882],[109.0373867],[111.61500843],[26.93149897],[447.37724235],[64.05991288],[240.49981252],[86.8652304],[131.99525056],[25.93829838],[20.17535626],[37.66479786],[18.26917076],[65.69127696],[100.22445054],[63.69566571],[208.07085763],[56.18649505],[68.74525455],[159.98603563],[169.31136066],[100.33110252],[38.35353278],[59.94436158],[77.57451526],[35.07048619]
303,[141.53082646],[131.16742518],[43.37812133],[178.61109828],[129.11953612],[109.44352313],[112.62190325],[27.13703905],[452.03896746],[64.05114397],[241.22624632],[87.55371614],[133.29772064],[25.84671489],[20.13746148],[37.48289019],[18.25763856],[65.91887151],[100.1122096],[64.30640583],[209.32786786],[56.743592],[69.05739681],[161.32492126],[170.55233589],[100.579615],[38.37477072],[60.05180108],[77.74370233],[35.0919054]
304,[142.84181538],[130.69032949],[43.61504134],[178.64501888],[128.79227906],[109.85730819],[113.98209576],[27.30904522],[455.2569172],[64.23265074],[240.95673352],[87.8067135],[133.54235367],[26.04035292],[20.11705412],[37.99127081],[18.37688619],[66.05149127],[100.6140731],[64.73858906],[209.24884975],[57.13435886],[69.43779303],[163.01666102],[171.10465709],[100.92774657],[38.62844503],[60.40310775],[78.05375076],[35.27697189]
