,Affiliated_Managers_Group_predictions,AFLAC_predictions,Allstate_Corp_predictions,American_Express_predictions,American_International_Group_predictions,Ameriprise_Financial_predictions,Aon_predictions,Arthur_J_Gallagher_predictions,Assurant_predictions,Bank_of_America_predictions,The_Bank_of_NewYork_predictions,BBT_predictions,Berkshire_Hathaway_predictions,BlackRock_predictions,Capital_One_Financial_predictions,Cboe_Global_Markets_predictions,Charles_Schwab_Corporation_predictions,Chubb_predictions,Cincinnati_Financial_predictions,Citigroup_predictions,CME_Group_predictions,Comerica_predictions,Discover_Financial_Services_predictions,ETrade_predictions,Everest_Re_Group_predictions,Fifth_Third_Bancorp_predictions,First_Republic_Bank_predictions,Franklin_Resources_predictions,Goldman_Sachs_Group_predictions,Hartford_Financial_predictions,Huntington_Bancshares_predictions,Intercontinental_Exchange_predictions,Invesco_predictions,JPMorgan_Chase_predictions,KeyCorp_predictions,Lincoln_National_predictions,Loews_predictions,MT_Bank_predictions,Marsh_McLennan_predictions,Moodys_predictions,Morgan_Stanley_predictions,MSCI_predictions,Nasdaq_predictions,Northern_Trust_predictions,Peoples_United_Financial_predictions,PNC_Financial_Services_predictions,Principal_Financial_Group_predictions,Progressive_predictions,Prudential_Financial_predictions,Regions_Financial_predictions,State_Street_predictions,SunTrust_Banks_predictions,SVB_Financial_predictions,T_Rowe_Price_Group_predictions,Torchmark_predictions,US_Bancorp_predictions,Unum_Group_predictions,Wells_Fargo_predictions,Zions_Bancorp_predictions
117,[162.64751732],[71.57541246],[81.45404685],[78.20057563],[61.83084227],[127.39908111],[117.7339084],[56.81907096],[94.40844485],[23.32887342],[46.69238911],[44.44537859],[166.87614365],[379.44966607],[84.65166294],[79.2792452],[40.50768519],[136.56345592],[71.77491052],[59.3360824],[118.57452384],[67.83586304],[67.70817685],[34.34350831],[233.37828854],[25.02446227],[92.0544363],[41.3727119],[228.73531612],[47.32660833],[13.21232309],[59.09634115],[30.58601768],[88.29049571],[17.49417896],[63.97347679],[46.34807706],[154.41521609],[74.44401928],[111.37410048],[42.81385126],[96.37307583],[68.70401736],[86.13838977],[18.03474728],[119.4162564],[62.4597846],[39.34488081],[105.2311447],[14.29544705],[79.27353038],[54.99129073],[180.65884608],[67.89091001],[76.24689053],[51.77561878],[46.07102322],[55.63417073],[41.31218522]
118,[163.83284752],[72.34302635],[81.62896143],[79.21107105],[62.53565217],[129.8870858],[118.47265233],[56.7494421],[95.45558367],[23.92426982],[47.57089682],[45.24977448],[167.42315295],[383.11069221],[87.2334345],[80.03663945],[41.12776893],[137.11973386],[72.34010249],[60.5977041],[118.85282945],[69.160327],[68.68280916],[34.85246879],[235.02730022],[25.74648951],[94.64458115],[42.27611824],[231.3538934],[47.83757512],[13.60029424],[59.81399653],[30.73439262],[89.11209686],[17.99349728],[65.43329336],[46.87867578],[156.75949852],[74.15942372],[111.69781952],[43.47251922],[96.83943357],[69.49052448],[87.32265909],[18.4013181],[121.4904805],[63.1176225],[39.51153586],[107.22206257],[14.70551133],[80.0362192],[56.14347148],[188.74008586],[68.20083239],[77.15501748],[52.16433841],[46.84466591],[56.27496802],[42.44991599]
119,[163.72350969],[72.386693],[81.49039049],[79.11783572],[62.34354757],[129.55553658],[118.71301184],[56.51099419],[95.69066963],[23.56615408],[47.18994788],[44.67695059],[166.77103059],[383.30382437],[86.62437768],[81.11503371],[40.90199503],[136.17709174],[72.24734282],[59.68574087],[118.88335129],[68.60103425],[68.42570459],[34.90996568],[233.91815959],[25.39526041],[93.76603],[42.02727165],[229.74211686],[48.0070343],[13.37351637],[59.64329387],[30.57507202],[87.75373971],[17.76651084],[65.56154216],[46.70340259],[154.69239748],[73.93089935],[112.15216123],[42.86565375],[97.31388552],[69.40615522],[86.50932477],[18.19358615],[120.3906995],[63.09387055],[39.16290732],[106.74876772],[14.53283508],[79.51411668],[55.2720777],[185.89233036],[68.07041128],[77.01902769],[51.52195638],[46.9126928],[55.63255146],[41.9748258]
120,[162.61065725],[72.70570092],[81.41639493],[78.47377866],[61.8165667],[129.59282512],[118.43202304],[56.03221492],[95.11461973],[23.60236921],[47.14845684],[44.73182259],[167.00989103],[382.10099106],[85.73879414],[80.70355748],[40.55102153],[136.51704231],[71.69178229],[59.71788664],[117.59868699],[68.41876908],[67.91624046],[34.72499869],[233.95498661],[25.27337079],[93.46050967],[41.79491352],[228.96356899],[48.12252954],[13.36422585],[59.15204166],[30.58786433],[87.56150725],[17.72519086],[65.22475832],[46.74179496],[154.62937978],[73.4202963],[111.92504246],[42.66074914],[96.84105],[69.02500529],[86.23894209],[18.05767445],[119.81383543],[63.07449824],[39.35514198],[106.38135384],[14.58677829],[78.817826],[55.4535713],[183.82064101],[68.23665381],[76.67798198],[51.60046919],[46.59122599],[55.51547009],[41.80441041]
121,[159.93915341],[72.57071689],[81.63153097],[78.25179545],[62.10134842],[128.81811645],[118.89137043],[56.3623568],[94.9313546],[23.43549047],[46.97559886],[44.55128689],[166.88227932],[380.88071867],[85.21048423],[80.85733132],[40.26018274],[137.27559065],[71.56415369],[59.6288182],[117.27404486],[68.6784865],[67.04554822],[34.6299942],[236.05122702],[25.37015724],[93.00327482],[41.4891969],[229.23663665],[47.9250937],[13.3106127],[59.18778916],[30.47265964],[87.29579965],[17.59907258],[65.20673],[47.03708115],[154.23386185],[73.47892866],[111.43442607],[42.50412764],[96.64607523],[68.62366691],[86.2848786],[18.03281043],[119.24375588],[62.88635706],[39.22334258],[106.20555625],[14.56866612],[78.68337827],[55.25287453],[183.0894229],[68.20505928],[76.80732308],[51.50712932],[46.48669296],[55.19968034],[41.63589045]
122,[159.12860647],[72.17139806],[81.48809159],[77.67488056],[61.68111098],[127.90225997],[119.2592355],[56.06291739],[94.37514758],[23.15033869],[47.02159234],[43.99658877],[166.02607348],[380.87393316],[84.07668115],[80.42896558],[39.49370888],[136.87479628],[70.86384211],[59.58085363],[117.55419831],[67.22611142],[66.07901629],[34.18479977],[233.8312818],[24.88448112],[91.83410514],[41.36369764],[227.76127233],[47.75988344],[13.07927495],[59.73529807],[30.27048145],[86.27182718],[17.1868563],[64.51036707],[46.97660568],[152.47461097],[73.42849993],[113.10849606],[41.70552576],[97.89754626],[69.1407246],[85.76135775],[17.72619473],[118.31755532],[62.18214816],[39.28240537],[105.49175505],[14.35528812],[78.63104783],[54.77952689],[177.6231188],[68.83584969],[76.04781947],[51.08197856],[46.04960165],[55.01941092],[41.01370546]
123,[160.72837774],[72.93801675],[81.47902313],[77.93218811],[61.91611514],[129.779062],[119.43060835],[56.42490034],[94.84237808],[23.28928188],[47.33771283],[44.35056448],[166.48399666],[384.11530264],[84.2939275],[80.42311897],[40.02826979],[137.65157868],[70.88615692],[59.9471186],[117.84190332],[68.0753844],[66.55162416],[34.59382123],[234.0542926],[25.20501238],[92.92464181],[41.97575915],[228.6807504],[48.07790648],[13.21634635],[60.02708872],[30.5902467],[86.59699584],[17.55564438],[65.68328554],[47.304484],[153.5411492],[73.33608418],[113.24364919],[42.15067161],[97.86998001],[69.19147852],[86.51014724],[17.95670354],[119.34444382],[62.76004911],[39.23312222],[106.30358824],[14.54913615],[78.93805506],[55.66365235],[182.55577663],[69.29070173],[76.27232333],[51.39012642],[46.53488611],[55.42315295],[41.55480556]
124,[160.85388619],[72.89927142],[81.14389458],[77.78610807],[61.33720705],[129.32337619],[119.61551971],[56.33788415],[94.7524448],[23.15709566],[47.15282438],[44.08317069],[166.27387771],[386.0799366],[83.56740269],[81.08896501],[39.95606708],[137.40486875],[70.22709011],[59.40567627],[118.05152799],[68.18528375],[66.03629534],[34.93485662],[232.73931536],[25.01813771],[92.06573633],[41.75569788],[227.96420682],[47.84585128],[13.11863444],[60.55965635],[30.36163875],[86.2197272],[17.43718662],[65.68721945],[47.19795792],[153.04420584],[73.43315549],[113.44231681],[41.98000159],[98.06225105],[69.25775592],[86.08802355],[17.84412217],[119.28369708],[62.58962666],[39.31463107],[105.93218287],[14.4309036],[78.78608492],[55.34987617],[182.21780638],[69.67329392],[76.1579904],[51.17214593],[46.38858377],[54.857356],[41.51497509]
125,[161.27593147],[73.58285448],[81.41426469],[77.48041268],[61.55186298],[129.50189957],[119.75990328],[56.37783688],[94.91469081],[23.03572343],[47.07925846],[43.81521971],[166.44233954],[386.01132072],[82.80923501],[81.2027612],[39.35168089],[138.13386658],[71.23527438],[59.3196617],[117.19061912],[67.29424417],[65.47026924],[34.26532004],[233.71086011],[24.80237738],[92.27663339],[42.06635008],[228.98286988],[48.1239798],[13.01257656],[60.19823215],[30.76798713],[86.00767042],[17.32762236],[65.313681],[47.45495155],[151.72858566],[73.41711935],[112.92479782],[41.93886814],[97.20570762],[69.34120574],[85.56407752],[17.8148921],[118.50812354],[62.7106562],[39.63178122],[105.74877922],[14.22950953],[78.42531605],[54.89293754],[179.96500076],[70.20310342],[76.1049555],[50.82781065],[46.2907572],[54.58094912],[40.96291447]
126,[162.60191296],[73.69409025],[81.22063957],[77.26497512],[60.81212214],[129.25464005],[119.74608321],[56.27101623],[95.22590173],[22.93424396],[47.27845991],[43.64147104],[165.78235809],[384.10529708],[83.14238598],[80.59576118],[38.96812569],[137.75346826],[71.33405988],[59.01132056],[117.08085008],[67.10758291],[66.06402559],[34.0835594],[234.39483715],[24.70881153],[92.1376868],[40.9163108],[227.78732043],[48.19079608],[13.00582211],[60.09689794],[30.78671423],[85.77782117],[17.36007681],[65.38459977],[47.18497101],[151.61060964],[73.42805997],[113.34077126],[41.61901275],[97.52267147],[69.06860633],[86.72106091],[17.90041361],[118.11148259],[62.92498509],[39.51022671],[105.44091811],[14.1866358],[78.32262562],[55.0187127],[182.84988381],[69.9631373],[76.22416267],[50.9104251],[46.17104736],[54.16763334],[40.9733096]
127,[162.03176985],[73.33835058],[81.0376353],[76.63179785],[60.25833593],[127.43816597],[118.68436883],[55.80322429],[93.70301425],[22.64055644],[46.8902689],[43.25180054],[165.26027077],[381.47486586],[82.4219533],[81.50520467],[38.40586295],[137.13107245],[70.94868021],[58.51298214],[116.6728658],[66.13037024],[65.49031472],[33.7742937],[233.51068033],[24.33144814],[92.02897169],[40.81927721],[225.74825555],[47.84267722],[12.86555496],[59.6254375],[30.48216002],[85.44193803],[17.16042591],[63.9562646],[46.74232872],[149.87736526],[72.75529691],[112.97105823],[41.0515246],[97.35611387],[68.74365529],[85.72219614],[17.69031393],[116.11464366],[61.95144087],[39.28781805],[103.9082194],[13.94606098],[77.72363573],[53.95996027],[179.19903295],[70.43336981],[75.41114077],[50.71913442],[45.21250782],[53.1530156],[40.14533807]
128,[161.12580939],[72.96131632],[80.62032811],[75.75616414],[59.58247785],[126.16898242],[118.17480176],[55.47644291],[92.68506828],[22.34041234],[46.44412873],[42.65082358],[163.16569223],[379.13491856],[81.03630482],[81.38131021],[37.56393078],[136.75365189],[70.48603218],[58.06710812],[115.91588289],[65.22241377],[64.79158396],[33.25237706],[231.04864915],[23.9414188],[90.32349085],[40.50307967],[223.23957676],[47.78878128],[12.60037619],[59.23502499],[29.99105717],[84.45219547],[17.01831726],[63.17126989],[46.14259916],[148.14235003],[72.14208689],[112.5480019],[40.70143873],[96.34885565],[68.17353369],[85.10440967],[17.31951696],[115.87834252],[61.57876758],[39.30443281],[102.98244208],[13.68373268],[77.33014052],[53.52018232],[176.46800606],[70.21599197],[74.5194913],[50.03665444],[44.67234992],[51.3880945],[39.47025292]
129,[163.9539928],[73.5135985],[81.52690542],[76.73317014],[60.02592699],[127.76573973],[119.19218544],[56.29604564],[94.19820121],[22.85278928],[47.09924554],[43.19661405],[164.37161867],[383.85037431],[83.08305404],[82.22053414],[38.10634458],[138.26329603],[71.60800304],[59.06339035],[117.38410328],[67.02960172],[65.69363628],[33.87170632],[234.55811742],[24.42973398],[90.46487372],[41.43390255],[226.35156471],[48.33160899],[12.92653766],[59.866082],[30.72441765],[85.94511572],[17.35906368],[64.07645105],[46.49541484],[153.72622917],[72.76069239],[114.32290089],[41.54315292],[98.11499916],[69.12921411],[86.49268903],[17.54223711],[118.41162903],[62.6303368],[39.6148369],[104.32051239],[14.00717728],[78.53925053],[54.61992216],[178.59304184],[71.48114682],[75.53119266],[50.56614585],[45.54063735],[52.84483087],[40.21896467]
130,[161.50986481],[73.91145212],[80.4238839],[75.75212808],[59.60639776],[126.62855734],[119.00828128],[56.15621266],[93.77125366],[22.70075026],[46.88292524],[42.58071157],[163.84631466],[383.72998751],[81.86265961],[81.89411262],[37.96905083],[137.5466035],[70.5956107],[58.37046332],[117.21571132],[67.73947483],[65.05867495],[33.8020569],[233.65514645],[24.01159799],[89.64877933],[41.62540272],[215.68855446],[47.70798742],[12.79108542],[60.05119094],[30.64462413],[85.1827386],[17.19072376],[63.34313295],[46.19678959],[151.75458636],[72.6884994],[114.04709481],[41.24276311],[97.75179981],[69.10231652],[85.72225743],[17.359853],[116.64738132],[62.39333905],[38.99556609],[103.69108895],[13.32120397],[77.68158758],[53.80651902],[176.67937153],[71.19120695],[75.01186136],[49.83401091],[44.99387977],[52.49733667],[39.81134343]
131,[162.78749713],[73.60814397],[79.82529356],[75.55205614],[59.06658514],[127.08431966],[119.18478814],[55.81290159],[94.04993013],[22.77929813],[46.8918517],[42.66479194],[162.97981231],[377.57189882],[81.98550438],[82.30511593],[38.28492047],[137.07311557],[70.12999036],[57.80610352],[117.21471383],[67.97300346],[64.99891407],[33.72173143],[233.57128027],[24.22535332],[89.55502169],[41.22504982],[213.75601688],[47.38975247],[12.60620782],[59.77041318],[31.04966997],[84.59992805],[17.38852116],[63.83237001],[45.97283021],[151.80864909],[72.6966418],[114.59186071],[42.09617866],[98.35725207],[69.24777045],[86.1381245],[17.56038249],[116.59701721],[62.15593048],[38.87534407],[104.17739155],[13.39541716],[77.93622866],[54.26579969],[179.33776543],[71.81898356],[74.79199841],[49.75941838],[45.08506242],[52.27516014],[40.07785262]
132,[164.57865232],[74.14065179],[80.14232464],[80.28003042],[59.63051345],[129.64772064],[120.53315202],[56.18121141],[95.05286756],[23.09856606],[46.65533487],[43.67952086],[164.7763085],[381.6109572],[83.73826906],[82.97669641],[38.72184263],[136.71856066],[70.41394774],[58.43989654],[119.08739804],[69.26488791],[66.71403383],[34.63053488],[235.05688351],[24.96733185],[90.58734952],[41.5687739],[218.08540966],[47.64381149],[12.72512828],[60.39657747],[31.48924144],[85.52096897],[18.20871913],[65.12712],[46.04780971],[154.05047033],[73.25093648],[115.30083482],[42.54007961],[98.71902767],[70.01087921],[87.46495795],[17.57246896],[118.70396848],[62.91368974],[39.43629187],[105.80773462],[13.62739687],[78.27367538],[55.52721695],[183.72464665],[72.1949067],[75.9465573],[50.67508497],[45.77479816],[53.50578415],[41.1043878]
133,[163.03573745],[73.95231689],[79.91546462],[79.45478263],[59.21485101],[128.44450477],[118.41862504],[55.68199565],[94.78425285],[22.67594818],[46.77343987],[42.91105207],[163.643261],[377.95014698],[82.61553415],[83.09801779],[38.36078288],[135.63475144],[70.22620908],[57.63136054],[118.90504974],[68.66938373],[66.25366113],[34.56802485],[233.62533015],[24.59813693],[90.65955208],[40.93467232],[217.3125569],[47.29222554],[12.59966754],[60.1997396],[31.27591565],[84.52535834],[18.09791989],[64.76544724],[45.95336388],[153.72738067],[71.95035704],[114.9333579],[41.7455163],[98.03733273],[69.96403507],[87.32842011],[17.58457164],[118.19491754],[62.75869771],[39.41284571],[105.64809133],[13.45231699],[77.70509022],[54.7757158],[183.07973982],[71.83484056],[76.29842655],[50.53282303],[45.5173776],[52.94100841],[40.82926688]
134,[166.59126543],[74.66890651],[80.88483304],[80.48411731],[59.72819105],[132.12935998],[119.06682233],[56.02774884],[96.10056903],[23.70119624],[47.5804716],[43.7453983],[165.64463507],[386.78270601],[84.76509045],[83.8397311],[39.15655465],[136.87896507],[71.4025994],[59.62085404],[119.78242188],[70.14416074],[66.94164552],[35.40198254],[239.23706228],[25.3409311],[92.63108129],[41.96144369],[223.31694836],[47.46897206],[13.00406165],[60.38838305],[32.0266947],[87.64841086],[18.56414462],[66.74874793],[47.05463847],[157.0507613],[73.05538038],[117.81871096],[43.60720892],[98.73035689],[70.48252984],[89.49732685],[17.91208283],[120.84585776],[63.91335411],[39.69225061],[107.76068718],[13.85754088],[79.86936623],[56.88800693],[187.67679492],[72.5791105],[77.24836753],[51.58217721],[46.79264231],[53.70143844],[42.0596226]
135,[165.83347504],[74.97605141],[81.20059173],[80.57615043],[60.00242276],[130.70568239],[120.07025948],[56.44305992],[96.88914898],[23.96753791],[47.20148001],[43.61987316],[167.26345007],[388.07534713],[85.5133926],[84.1782646],[39.64307693],[137.0887388],[71.76387947],[60.13043142],[120.02360682],[70.67294538],[67.28046102],[35.53282754],[251.00711328],[24.99222107],[93.1350935],[41.94976354],[226.79065927],[47.73909876],[13.02004633],[60.73673501],[32.14067912],[88.18411165],[18.5888191],[67.41468389],[47.2810946],[157.50098989],[73.03571348],[117.85898275],[44.26518581],[99.48057563],[70.46910676],[90.49490754],[17.9562172],[121.08019209],[64.31296816],[39.88975038],[107.90076146],[13.85736362],[80.54237699],[57.08366449],[190.1112153],[69.6012018],[77.22193168],[52.06129914],[47.14214471],[54.48102576],[40.40423119]
136,[165.74679208],[74.80118057],[81.79997275],[80.23392031],[60.21761833],[129.01715803],[120.25113643],[56.44813769],[97.08393281],[23.91174652],[47.1727084],[43.84246153],[167.73535196],[388.9553569],[83.03447522],[83.70413041],[40.06708661],[139.07958259],[71.95551822],[60.13436046],[120.0944054],[71.58937956],[65.20409549],[35.4461183],[256.18645525],[24.96510295],[93.62549863],[42.5385525],[226.39521057],[48.06520381],[13.12876078],[60.89612128],[32.46568905],[88.56439472],[18.64432049],[66.52712588],[47.45737158],[158.6879451],[73.53802178],[118.90520483],[44.36983885],[99.7440343],[69.69018972],[91.70636472],[18.09235096],[121.93298535],[64.27107742],[40.03954077],[107.15229349],[14.03238171],[83.66526772],[57.65308076],[192.55669113],[70.22361896],[77.06037928],[52.09671327],[46.93689219],[54.52023319],[41.23656098]
137,[165.57881751],[75.00710106],[81.88125993],[80.32105845],[61.06094444],[128.25727796],[120.08803177],[56.68129346],[97.07471073],[23.65414522],[47.22469117],[43.56815251],[166.54702355],[390.55442393],[82.31527874],[82.34906912],[39.3398961],[138.27586511],[73.02768443],[59.34381578],[115.40554269],[70.75216733],[64.29259758],[34.86497111],[254.05019137],[24.65423779],[93.50846076],[42.19390947],[225.58419324],[48.22670172],[12.9804638],[60.03924839],[33.09320577],[87.44393002],[18.37449084],[66.53484467],[47.23935462],[156.91118753],[74.11820741],[119.31156248],[43.52596299],[100.48729241],[68.73255565],[91.41599806],[17.83118507],[121.07463289],[65.14337896],[40.10389636],[107.04324215],[13.80125226],[84.60615122],[57.11877409],[189.16808793],[70.4030615],[77.40071577],[51.87675097],[46.84551337],[54.42398689],[40.58521756]
138,[165.37459243],[74.84504849],[81.3354485],[79.13815249],[60.88541687],[127.70759057],[119.78336357],[55.81325526],[96.23346092],[23.3006518],[47.07013535],[43.19247707],[165.36423571],[384.53262329],[80.27422807],[82.45410483],[38.82496819],[137.38563484],[72.18623325],[59.06063472],[116.01356967],[70.70368032],[62.5242886],[34.53399469],[251.82747366],[24.4315454],[92.41570025],[43.1164592],[223.64935742],[48.32506805],[12.86646156],[60.00088666],[32.9296818],[86.90976507],[18.2369337],[65.89557211],[46.58015191],[155.48177081],[74.17510665],[118.21756373],[43.28586408],[100.29885985],[68.93837842],[89.88503079],[17.4854373],[119.74260815],[65.0642647],[39.74096697],[107.01663571],[13.75296473],[83.82250149],[56.72088758],[175.39024484],[71.07389366],[76.72041136],[51.22954226],[46.30152294],[53.77564309],[40.08691951]
139,[155.41354208],[74.46501865],[81.48996643],[79.21734154],[61.5739476],[128.97016521],[120.34631771],[55.89354818],[97.23828717],[23.62797228],[47.20918157],[43.59776798],[165.55052336],[383.20495933],[81.70003614],[82.76784245],[39.67262711],[136.85257524],[71.26975849],[59.45692234],[116.64947529],[71.53304562],[61.9764092],[34.87872674],[250.03253749],[24.80866875],[93.66801767],[42.68214651],[224.87346485],[48.64784125],[13.09801112],[60.1724576],[32.67560111],[87.06464248],[18.55567155],[66.18970635],[47.20482961],[156.94451462],[74.31515425],[117.99282299],[43.74524513],[100.67813775],[68.56210895],[90.15234494],[17.5993356],[121.09189071],[64.97508972],[39.81399425],[107.4856788],[13.86185776],[83.83038942],[57.76925936],[180.70536639],[70.46252163],[76.90929999],[51.69574391],[46.61688821],[54.4758722],[40.53534534]
