,Advance_Auto_Parts_predictions,Amazon_predictions,AutoZone_predictions,Best_Buy_Co_predictions,BlockHR_predictions,BorgWarner_predictions,Carmax_predictions,Carnival_predictions,Chipotle_Mexican_Grill_predictions,D_R_Horton_predictions,Darden_Restaurants_predictions,Dollar_General_predictions,Dollar_Tree_predictions,eBay_predictions,Expedia_Group_predictions,Ford_Motor_predictions,Gap_predictions,Garmin_predictions,General_Motors_predictions,Genuine_Parts_predictions,Goodyear_Tire_Rubber_predictions,Hanesbrands_predictions,Harley_Davidson_predictions,Hasbro_predictions,Home_Depot_predictions,Kohls_predictions,L_Brands_predictions,Leggett_Platt_predictions,Lennar_predictions,LKQ_predictions,Lowes_Cos_predictions,Macys_predictions,Marriott_Int_predictions,Mattel_predictions,McDonalds_predictions,MGM_Resorts_International_predictions,Mohawk_Industries_predictions,Newell_Brands_predictions,Nike_predictions,Nordstrom_predictions,Norwegian_Cruise_Line_predictions,OReilly_Automotive_predictions,Polo_Ralph_Lauren_predictions,Pulte_Homes_predictions,PVH_Corp_predictions,Ross_Stores_predictions,Starbucks_predictions,Target_predictions,Tiffany_predictions,TJX_Companies_predictions,Tractor_Supply_Company_predictions,Ulta_Beauty_predictions,Under_Armour_Class_A_predictions,V_F_Corp_predictions,Whirlpool_predictions,Wynn_Resorts_predictions,Yum_Brands_predictions
90,[162.08272601],[845.45966984],[741.19502315],[45.26221785],[20.48951736],[42.33461475],[67.05086648],[55.44922359],[427.23433238],[30.53687063],[76.70122312],[77.86749467],[80.22883914],[33.74821549],[119.44488112],[12.57528726],[24.43570412],[50.79839916],[37.22509051],[100.72121786],[36.01687255],[20.9599252],[56.92554537],[98.53736451],[143.18691853],[41.99957267],[57.48721223],[48.60832318],[46.49464514],[31.93844736],[76.75367085],[32.30138144],[89.41255481],[26.10184945],[127.82744298],[26.76418732],[221.69461162],[46.66392173],[56.74706392],[45.65917811],[47.73699981],[268.37506313],[78.23192088],[21.41469257],[90.39126456],[68.54173034],[57.29409419],[65.80229106],[86.22632406],[77.16046483],[72.07800575],[275.04545894],[21.80763219],[52.5824676],[177.15234166],[95.7751271],[68.37815654]
91,[161.06001076],[856.88178508],[741.30968885],[45.98843383],[20.59051176],[42.66139552],[68.29622568],[55.94307402],[431.92562816],[30.86630587],[76.72522434],[77.65611386],[79.60487751],[33.87751338],[119.39268036],[12.69527884],[24.99344246],[50.44180692],[37.7918564],[97.66169659],[36.27608135],[20.88480439],[57.11110451],[98.88833096],[145.06578795],[41.7633299],[57.72436563],[49.06383011],[47.05026842],[32.80260902],[77.16614987],[32.21649087],[87.97173521],[25.73022843],[128.03676695],[26.83505484],[224.73809867],[46.5213612],[57.34319966],[45.94860436],[48.2110819],[269.0127902],[78.01941523],[21.59923406],[89.99420806],[68.7889549],[57.50480261],[66.20165341],[88.33465155],[76.42121329],[72.9422776],[277.57550788],[21.66275588],[52.37851639],[179.61523407],[95.78848202],[67.68125164]
92,[159.60097071],[856.34428134],[735.57493224],[45.71079914],[20.28072694],[42.76183345],[67.53485524],[55.5220693],[427.18092156],[31.00514613],[75.49730849],[77.43325185],[78.53724376],[33.77886221],[120.79823235],[12.66913291],[24.89157273],[54.15785188],[37.83397435],[96.11635017],[35.96944381],[21.20780549],[57.57257763],[98.8603628],[145.0804695],[41.73501688],[58.10218921],[49.0081383],[47.26456979],[33.03846141],[76.76176772],[32.33532326],[87.74188189],[25.76216609],[127.86479041],[26.62038698],[225.04398789],[47.38549827],[58.20279559],[45.17655774],[51.69046907],[268.16311375],[78.03040933],[21.71671006],[91.35453849],[69.03443973],[57.54134337],[65.92337957],[88.24972154],[76.5033219],[72.42457087],[277.3600684],[21.79257842],[53.37831286],[180.82375415],[94.84717167],[66.17108261]
93,[158.05286728],[851.92025897],[728.21442826],[44.338072],[20.05584643],[42.48831821],[66.13281637],[56.01286706],[422.19048759],[30.98835612],[75.50950856],[76.08182004],[77.74532833],[33.59022189],[119.69689846],[12.548161],[23.96405869],[52.33112535],[37.20711948],[94.93532668],[35.48785432],[20.84949604],[57.60548539],[97.17308053],[144.75746702],[40.90884728],[49.01666021],[49.17780943],[47.17074412],[31.62816176],[75.90014388],[32.42157953],[87.04979614],[25.4768213],[128.30901728],[26.27060602],[225.40289217],[46.91401845],[57.3157718],[44.05665799],[50.38639363],[266.26530988],[78.54170673],[21.59871082],[90.86428587],[67.63831287],[57.59341874],[64.98353446],[90.2477489],[77.7056786],[71.04525622],[274.6179984],[21.57275667],[52.44203723],[180.6567479],[93.73667121],[65.84314462]
94,[157.48871787],[845.23708999],[732.84200156],[45.59668976],[20.02797189],[41.4723908],[65.92306137],[56.05902578],[420.54502556],[31.39000933],[75.5245059],[77.40180217],[79.40579087],[34.02752339],[119.20244049],[12.4552178],[24.62180173],[52.94306356],[36.882466],[96.08805013],[35.3176588],[21.32016669],[56.52824879],[97.91075016],[146.12440216],[42.93051627],[50.7465073],[49.47031384],[47.42303456],[31.88034741],[76.11767628],[33.16133117],[87.19761062],[25.75233542],[128.67533293],[26.37898338],[225.90929304],[48.87880608],[57.87964605],[46.38486036],[50.11530957],[268.91449121],[79.1077443],[21.72500569],[91.36682583],[69.00513956],[57.46011247],[66.62485566],[91.67141267],[78.21510126],[71.0360804],[276.46653099],[21.73072661],[52.85347166],[180.20260448],[93.88669639],[66.02220531]
95,[156.95911125],[849.77531414],[741.17352657],[46.08918925],[20.24972622],[42.37172555],[66.07080781],[56.04394832],[421.62580553],[32.0070172],[74.58490327],[76.60180316],[79.50155247],[34.2192177],[118.67358261],[12.66756363],[25.16115531],[52.6178482],[37.28772749],[96.255267],[35.26211661],[20.55971248],[57.01833986],[97.54917673],[145.22866609],[43.69660086],[52.68210985],[49.52544822],[48.34402774],[31.52354989],[76.42841842],[33.55088878],[87.49131679],[25.97590703],[127.00828473],[26.4876003],[228.1484075],[49.26635463],[57.68057488],[47.52628988],[50.80706112],[268.43986732],[79.73874881],[22.08757563],[92.27071475],[69.11611189],[56.77054038],[66.79175146],[91.97692407],[78.47154636],[71.29373372],[276.15290273],[21.39605293],[53.05317793],[179.11052842],[95.43722265],[65.58448659]
96,[156.63843651],[846.24086931],[736.98522083],[44.15790804],[20.52775765],[42.20170183],[64.57621228],[55.98619343],[418.8619484],[31.98528954],[74.65299173],[73.12278692],[76.61863638],[33.8718302],[119.25803129],[12.52463581],[24.8731324],[51.62533245],[36.82158931],[95.85758519],[35.0840139],[19.95556336],[56.36401124],[96.91855586],[144.94640517],[42.61149531],[52.20367596],[49.20717316],[48.74600201],[31.59292195],[74.48377481],[33.22800359],[87.08653538],[25.7012283],[127.74350163],[26.31811072],[226.32416933],[48.90307264],[57.11556647],[46.45563031],[50.8073374],[271.57669017],[79.22600553],[22.0437968],[91.44019297],[68.59306596],[56.84570197],[58.72839335],[91.84609569],[78.32046789],[70.97190279],[273.68165036],[20.5101334],[52.41835032],[178.6820371],[96.05357761],[65.33983637]
97,[156.8328406],[853.79164705],[739.2244465],[42.23279884],[20.60422201],[42.97156212],[65.29078891],[56.47946956],[419.26667217],[32.61474631],[74.90331222],[73.72373813],[77.10012979],[34.2571925],[120.62821316],[12.69561421],[24.31743924],[52.3371252],[37.44758857],[96.65258062],[35.77939984],[20.03419734],[58.41866287],[98.01346345],[146.94334003],[42.07016759],[52.76170116],[49.93714212],[49.99899932],[32.2779654],[81.20221808],[32.96831849],[88.50158726],[25.51520144],[129.0830254],[26.86492455],[231.73693438],[49.64393904],[57.95875636],[45.74939119],[51.05869662],[271.67044865],[80.46239337],[22.48769714],[92.27823918],[66.80397763],[57.116227],[58.57481043],[91.49923808],[78.43358869],[71.90924021],[274.98142405],[20.54453127],[52.83670345],[178.10605493],[102.39598251],[65.56092936]
98,[157.416141],[849.48256542],[734.39098131],[44.88266557],[20.63718609],[43.19199447],[65.0337812],[56.55507819],[416.06183473],[32.48325658],[75.44912487],[73.7593023],[77.72665944],[33.86037148],[118.94615201],[12.66038222],[25.05416147],[51.7705072],[37.79019343],[95.78916159],[36.2408623],[20.2893724],[58.48630107],[97.5338311],[147.88980726],[42.15584395],[53.43352386],[49.54014564],[49.67734441],[31.56955338],[80.47523981],[33.20237617],[87.58398089],[25.31594267],[128.21942229],[26.24473564],[229.87045503],[49.08200483],[57.75357543],[46.7276806],[50.92659393],[271.99092401],[80.51173152],[22.38827803],[91.78962395],[67.81483871],[57.10270972],[57.83466635],[90.05752143],[79.31026727],[72.59133984],[277.85492076],[20.86036773],[53.30413055],[177.83907178],[100.03923451],[65.21561239]
99,[155.33570132],[850.11304171],[725.41727264],[44.45862247],[20.95246629],[42.93307173],[64.89990267],[55.75915249],[416.12493586],[32.60462774],[75.11848037],[72.98118606],[76.92908691],[33.73111422],[120.17288887],[12.64082573],[24.67748277],[51.54195511],[38.21441331],[94.77307691],[35.68289374],[20.5186511],[58.74944186],[97.81283784],[147.74319104],[41.30236866],[52.35901313],[49.47759579],[49.85409027],[31.73400406],[81.52518207],[31.70410068],[86.8776399],[25.43632908],[127.96698395],[26.52681598],[229.95050036],[49.40644206],[56.6334281],[46.30305846],[50.15946758],[270.98127441],[79.78003899],[22.48818771],[89.98863369],[67.06783229],[57.05817929],[57.20235923],[90.37612659],[78.86058686],[72.42743824],[278.41725564],[20.51043794],[52.61220265],[177.92156022],[100.64628927],[65.03944975]
100,[154.46755394],[847.02543238],[724.8643023],[43.96747455],[20.95656855],[41.89380263],[63.96710342],[55.79344067],[411.49544053],[32.40990704],[74.74112288],[72.70217858],[76.08590146],[33.62841308],[121.46654398],[12.50851531],[24.4151944],[51.76065889],[37.89758814],[94.21302392],[35.27102337],[20.37953942],[57.44234485],[97.12649414],[147.240276],[39.42046176],[51.42745855],[49.09506136],[49.95470242],[31.289002],[81.23974039],[30.66857437],[86.6533978],[25.44839258],[128.07961512],[26.49568209],[227.92342374],[48.9592618],[56.79166481],[45.40808968],[49.83942718],[269.17432875],[79.55168204],[22.43969269],[90.24249327],[67.42921017],[56.65705307],[55.73819934],[89.86413481],[78.61750908],[71.77870591],[275.65198069],[19.97988329],[52.98135995],[175.81404859],[99.97171706],[64.50275992]
101,[152.15476635],[846.86459821],[713.93696107],[44.62100582],[20.84942263],[41.59532271],[63.84233045],[55.51873485],[404.89099547],[32.87950264],[74.56477546],[71.38274087],[75.31555811],[33.44312205],[122.56206009],[12.4457386],[24.12897745],[51.54080766],[37.47525165],[93.43260842],[35.20547605],[19.90079413],[57.7511184],[97.27501717],[146.10173498],[39.52452751],[50.2283106],[48.86834881],[50.66519188],[30.89792563],[80.36633809],[30.72914915],[86.28513996],[24.98736787],[128.10415041],[25.73288159],[227.56189379],[48.56594682],[56.53451627],[44.17381719],[49.47509413],[270.11391745],[78.88875461],[22.79210635],[89.58855476],[66.85928694],[56.19012287],[55.1558199],[88.7697868],[78.32689435],[71.35452741],[270.06057471],[19.59741469],[52.59723533],[175.44981964],[99.49374302],[64.06242329]
102,[155.30812722],[851.27230038],[717.8068431],[45.02345496],[23.79779042],[41.89532127],[64.63545816],[55.59612586],[406.54863996],[33.26684956],[75.18765386],[72.52546048],[75.57945466],[33.31022283],[124.44671719],[12.53224745],[24.19181206],[51.99089971],[37.26264572],[93.16852977],[35.36769431],[20.14597828],[58.49182256],[97.42612261],[147.08744474],[40.41554349],[50.86500235],[48.73698027],[52.25480536],[30.70667628],[81.40394986],[31.66349219],[86.45563904],[25.110596],[128.13564108],[25.71916685],[229.74866918],[48.86357765],[56.46366283],[45.13265023],[49.58221783],[271.58480363],[80.3698931],[23.14616354],[91.29924372],[66.71472232],[55.72913492],[55.03336934],[89.14856001],[78.54587512],[72.61929574],[275.73256336],[19.04024225],[52.78473188],[176.1216446],[99.05292378],[64.10697755]
103,[154.99548762],[853.9096539],[717.43225334],[44.83252682],[23.2619088],[41.5566754],[63.77473239],[56.27424871],[410.44955094],[33.05733797],[75.21764673],[73.49376783],[75.49460259],[33.16480831],[124.5293809],[12.49855489],[24.12233628],[52.11479554],[36.80726627],[92.98580275],[35.36239757],[19.91207192],[58.76027448],[97.38296404],[146.66072294],[39.68517054],[50.08125402],[48.22665067],[51.86599978],[30.43397792],[81.162698],[31.45754351],[86.35143226],[25.16663733],[128.1815587],[25.38066624],[228.18821773],[48.42710699],[56.32115898],[44.65177534],[49.90461403],[269.30855532],[79.54167511],[23.1133136],[91.20244826],[66.64548069],[55.18969521],[55.10377203],[88.4177738],[78.03640164],[72.05308508],[274.56149097],[19.10582324],[52.68976444],[176.39090253],[98.93091875],[63.8319171]
104,[153.90662584],[852.71195953],[716.85413517],[44.85052244],[23.86514838],[41.78845988],[64.27601726],[57.1833786],[407.86727813],[33.5923704],[74.22234886],[72.87005739],[75.07877124],[33.11093958],[125.66757634],[12.53028807],[24.26126968],[52.50721711],[36.83919019],[93.22457479],[35.48512391],[19.92784678],[59.95778719],[97.53026907],[146.91232654],[40.44670976],[50.20808063],[48.82910526],[52.71774928],[30.01750242],[81.63164914],[31.75737207],[86.69886506],[25.53940278],[128.01758823],[25.5759228],[230.61674346],[48.81435664],[56.40564377],[44.29887328],[51.09599206],[269.84160331],[80.33216538],[23.51993074],[91.0795422],[66.95454348],[54.52729603],[55.24496158],[88.76770049],[78.22337026],[72.49638059],[286.18991904],[19.20159986],[52.8953641],[177.69515109],[99.4605454],[64.31531937]
105,[154.81624468],[854.82993902],[728.96091347],[44.85165246],[23.85778254],[42.60310469],[63.3979792],[57.09325645],[405.86914497],[33.16548337],[74.47242456],[72.80867513],[74.66148223],[32.79348593],[127.19400638],[12.53900713],[23.53037319],[51.85364709],[36.88863385],[94.16717565],[35.82775553],[20.08996016],[60.30934749],[97.73725929],[147.61185422],[39.81246582],[49.90003495],[49.06673771],[51.87232398],[30.22728148],[81.63645989],[30.87726636],[87.05310185],[25.42131972],[127.65541928],[25.98291875],[230.94766701],[48.53443815],[56.64368155],[43.72083453],[51.22771262],[274.50126739],[79.34150561],[23.36226771],[90.94851329],[66.94062867],[54.61048611],[55.11851868],[88.82118224],[78.09955698],[71.71813627],[287.26494874],[18.97454223],[53.09840393],[178.20005635],[104.09182932],[64.34037088]
106,[153.58811408],[853.14521639],[729.08719044],[44.36839089],[24.19136626],[43.03423431],[63.00847312],[56.98498282],[402.70787978],[32.9797955],[74.65105105],[72.82168156],[74.19771563],[32.84884985],[127.63703121],[12.54613723],[23.66974776],[51.42137406],[36.96210009],[94.08785542],[36.46182606],[20.19120817],[59.98104969],[98.21185421],[147.14000694],[39.83524653],[50.07800095],[49.19836763],[51.56637313],[30.1439411],[81.92793056],[30.94278075],[86.34527702],[25.14351736],[127.85602132],[26.37772884],[230.07037344],[47.95714541],[57.2540031],[43.74379355],[50.95698342],[275.26424278],[79.9731342],[23.19405269],[91.31113527],[67.26652581],[54.25777292],[54.7525371],[89.1498571],[78.31576878],[71.67395767],[284.89554455],[18.95372769],[53.22332816],[178.76703064],[104.61512456],[63.93991783]
107,[152.94132221],[853.48282195],[716.83440558],[44.44272913],[24.37089659],[43.97311354],[63.55779264],[57.29701681],[400.85362921],[33.26436325],[75.77106831],[72.7271316],[74.57664188],[32.85914182],[129.42425922],[12.65433857],[23.82484783],[51.90371287],[37.09967082],[94.03547982],[36.95472842],[20.27200131],[62.71273434],[99.51259962],[148.07735604],[39.71073026],[50.67924123],[49.94130291],[52.18045291],[30.19616621],[83.24004389],[30.24965877],[87.81577141],[25.56395871],[127.91715037],[26.84814905],[231.0602658],[49.13786932],[57.61913557],[44.31325312],[51.46041502],[270.90071512],[81.07296064],[23.41886527],[92.32695508],[67.51623363],[54.5114811],[54.60185981],[90.49090381],[79.08933696],[72.24666365],[287.37607788],[19.3865376],[53.83049812],[177.51555906],[104.45998358],[63.89103283]
108,[153.61115723],[854.07506684],[721.90263472],[44.48972298],[24.24939354],[43.68106701],[63.53580288],[57.46710822],[400.94565083],[33.83637752],[75.40090862],[73.24182144],[75.55714987],[33.06577259],[130.60859887],[12.70231287],[23.93636057],[52.38687354],[37.0719424],[94.27785017],[36.85497568],[20.43897728],[62.22426903],[99.24638298],[148.80983782],[40.43558245],[49.95135872],[50.20361007],[52.94997061],[30.40629745],[83.25099859],[30.37117001],[88.10475545],[25.32708638],[128.01896365],[26.74966142],[231.42533139],[48.2313158],[57.55966944],[44.2079912],[51.45300456],[272.46387917],[80.99523946],[23.80588677],[93.75031469],[67.29395424],[54.75303771],[54.5825863],[89.91466137],[79.18470588],[71.93444338],[286.89064078],[19.73284253],[54.08907454],[172.83729837],[105.73836191],[63.81570854]
109,[152.3532946],[853.00477667],[730.74783114],[45.72615432],[24.47395233],[42.71656724],[61.73589214],[57.66461301],[402.56720594],[33.64716328],[76.6317501],[72.329661],[75.69314086],[33.65280454],[131.15740707],[12.4606936],[24.09679721],[52.36891818],[36.28992458],[94.85624245],[36.61190543],[20.19976357],[62.21144801],[100.30999716],[149.59380497],[40.44683678],[51.12438497],[50.58474035],[52.84174595],[30.305336],[83.52986471],[30.48224758],[88.44509234],[25.65902135],[128.67884294],[27.60705774],[230.34736303],[48.60147693],[57.79182911],[43.90184255],[51.34637123],[274.44893723],[80.67580735],[23.72333133],[94.61096625],[67.63366471],[55.73317609],[54.24653506],[92.53160266],[79.16528804],[71.39555873],[288.90598865],[19.26832452],[53.89223938],[172.89140137],[110.00401924],[63.87743796]
110,[152.54674988],[857.54400395],[729.6611669],[45.50406065],[23.8597517],[42.49646761],[61.25386953],[57.7696127],[396.23789596],[33.57614452],[76.89855229],[71.69932262],[74.31895612],[33.74723477],[129.64776698],[12.254139],[23.44603639],[52.63072993],[35.67844111],[94.35275824],[36.45235255],[20.12178448],[61.66025581],[100.57827747],[147.78029823],[38.59442442],[50.51439449],[50.51734688],[52.69567184],[30.0026354],[82.43620448],[29.31299782],[88.61979245],[25.24981844],[128.79359241],[26.49711737],[232.02444476],[48.54453973],[58.68309493],[42.66257285],[51.10372186],[273.06617872],[79.21952061],[23.74004395],[93.52664142],[66.45166689],[55.75902909],[54.3603091],[93.74727115],[78.22949949],[70.88867536],[286.05396538],[19.51451762],[53.80297602],[172.95524571],[111.50335354],[64.04978217]
111,[151.33190604],[843.68609815],[726.08699897],[44.12501023],[23.37845884],[40.77861943],[59.47536689],[57.77121097],[407.68357207],[33.18517263],[76.68035307],[70.03694238],[73.52797932],[33.16982875],[127.49265676],[11.66792389],[22.79372245],[51.53299676],[34.51115661],[93.36436889],[35.90038961],[20.04442806],[60.60969492],[98.84658397],[146.75036076],[37.71424571],[49.12783683],[50.05380216],[51.26327318],[29.64670909],[81.89848023],[28.39703432],[89.16357545],[24.93754923],[128.54858993],[26.17142423],[229.4170072],[48.46348089],[57.94365547],[41.86491171],[50.0384208],[270.84198849],[78.03541956],[23.3871295],[92.63425466],[65.78872464],[55.5052692],[53.33621816],[94.04233959],[78.18743873],[68.20843006],[281.4983617],[18.84619677],[53.01949922],[171.98196741],[111.4640545],[63.71381132]
112,[151.32706979],[848.29120468],[725.63398802],[45.10446015],[23.31585243],[41.38186441],[60.13150978],[58.28543526],[415.81101317],[33.03841801],[77.01229427],[70.73037414],[74.02059208],[33.52104875],[127.83442052],[11.75741397],[23.00615155],[51.21635208],[34.38989485],[93.46337565],[35.96094609],[20.14714046],[60.65047672],[98.94626539],[147.63773279],[37.71313793],[47.92422073],[49.92083001],[50.74575606],[29.65202795],[82.38761973],[28.2992685],[92.15441381],[25.02750351],[129.14680834],[25.95109114],[228.2254549],[48.13566265],[53.82026344],[41.98312128],[51.10102893],[271.77183545],[78.00088141],[23.39011674],[90.70443069],[66.34763586],[55.8368584],[53.65312102],[95.1152047],[78.6860511],[68.66104484],[283.46726382],[19.02722404],[53.08090053],[170.33802988],[112.96070734],[63.3219202]
